,i,t,m,women,girls,boys,men,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
247,11377,2018,diourbel,1,0,8,1,1,0,3,0,3,0,1,0,0,1,1,0,0,0,2.302585093
248,11378,2018,diourbel,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1.098612289
249,11379,2018,diourbel,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
250,1138,2018,dakar,2,0,0,4,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1.791759469
251,1139,2018,dakar,1,2,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912
252,11391,2018,diourbel,5,6,2,1,2,1,0,2,0,2,0,2,0,2,1,1,0,1,2.63905733
253,113910,2018,diourbel,3,1,1,3,0,0,0,1,1,0,0,0,1,1,0,0,2,2,2.079441542
254,113911,2018,diourbel,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.098612289
255,113912,2018,diourbel,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.098612289
256,11392,2018,diourbel,3,6,2,0,0,1,0,1,2,2,0,2,0,0,0,2,0,1,2.397895273
257,11393,2018,diourbel,4,3,2,0,1,2,0,1,0,0,1,0,0,3,0,1,0,0,2.197224577
258,11394,2018,diourbel,4,6,2,0,0,2,1,2,1,1,0,1,0,1,0,1,0,1,2.48490665
259,11395,2018,diourbel,1,3,0,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0,1.609437912
260,11396,2018,diourbel,2,0,4,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,1.791759469
261,11397,2018,diourbel,1,3,3,3,0,0,0,2,1,1,3,0,1,0,0,1,1,0,2.302585093
262,11398,2018,diourbel,4,4,6,6,1,0,2,2,3,0,0,3,1,0,3,2,2,1,2.995732274
263,11399,2018,diourbel,7,7,14,4,2,2,2,4,6,0,4,2,2,1,1,4,1,1,3.465735903
264,11411,2018,diourbel,1,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1.386294361
265,114110,2018,diourbel,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1.098612289
266,114111,2018,diourbel,8,4,4,3,0,1,1,1,3,1,0,1,2,3,0,5,1,0,2.944438979
267,11412,2018,diourbel,1,2,1,2,0,0,0,2,1,0,0,0,1,0,1,1,0,0,1.791759469
268,11413,2018,diourbel,5,3,4,4,0,1,3,1,1,1,0,0,2,3,0,1,2,1,2.772588722
269,11414,2018,diourbel,2,1,0,2,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1.609437912
270,11415,2018,diourbel,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
271,11416,2018,diourbel,2,4,1,2,0,0,1,0,0,1,0,4,1,0,1,1,0,0,2.197224577
272,11417,2018,diourbel,3,1,3,0,1,0,2,0,0,1,0,0,0,2,0,1,0,0,1.945910149
273,11418,2018,diourbel,2,1,3,2,1,0,1,1,0,0,1,0,1,1,1,1,0,0,2.079441542
274,11419,2018,diourbel,4,6,4,3,0,3,4,1,0,2,0,0,1,2,1,2,1,0,2.833213344
275,11431,2018,diourbel,2,3,4,6,1,0,2,2,1,0,1,1,2,1,3,1,0,0,2.708050201
276,114310,2018,diourbel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
277,114311,2018,diourbel,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
278,114312,2018,diourbel,3,3,2,1,1,2,1,0,0,0,0,1,1,2,0,0,0,1,2.197224577
279,11432,2018,diourbel,5,2,5,4,0,1,2,1,1,0,4,0,1,2,0,3,1,0,2.772588722
280,11433,2018,diourbel,3,2,4,0,1,1,3,1,0,0,0,0,0,1,0,2,0,0,2.197224577
281,11434,2018,diourbel,2,5,1,0,0,0,0,3,1,0,0,2,0,0,0,1,0,1,2.079441542
282,11435,2018,diourbel,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1.609437912
283,11436,2018,diourbel,3,2,2,1,0,0,0,0,0,1,2,1,0,2,1,1,0,0,2.079441542
284,11437,2018,diourbel,3,0,3,0,1,0,2,0,0,0,0,0,0,2,0,0,0,1,1.791759469
285,11438,2018,diourbel,1,2,3,2,0,0,0,1,1,1,2,0,1,0,1,1,0,0,2.079441542
286,11439,2018,diourbel,1,3,1,1,0,0,0,1,0,0,1,2,0,0,0,1,1,0,1.791759469
287,11451,2018,diourbel,4,5,4,5,0,2,3,3,0,0,2,0,3,3,0,1,1,0,2.890371758
288,114510,2018,diourbel,5,3,2,3,1,0,0,3,0,0,1,0,2,0,1,4,0,1,2.564949357
289,114511,2018,diourbel,1,1,4,1,1,0,2,0,1,1,0,0,0,1,0,0,1,0,1.945910149
290,114512,2018,diourbel,1,4,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1.609437912
291,11452,2018,diourbel,5,3,0,2,0,1,0,1,0,1,0,0,1,2,0,2,1,1,2.302585093
292,11453,2018,diourbel,2,4,3,2,0,0,0,2,2,2,1,0,1,0,0,2,1,0,2.397895273
293,11454,2018,diourbel,4,0,2,1,1,0,1,0,0,0,0,0,0,2,1,0,0,2,1.945910149
294,11455,2018,diourbel,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1.609437912
295,11456,2018,diourbel,4,4,4,2,1,1,0,2,2,1,1,0,0,1,1,2,1,1,2.63905733
296,11457,2018,diourbel,4,5,0,2,0,2,0,0,0,0,0,3,0,1,2,2,0,1,2.397895273
297,11458,2018,diourbel,3,9,2,1,0,4,1,3,1,1,0,1,0,1,0,1,1,1,2.708050201
298,11459,2018,diourbel,1,1,4,1,2,0,0,1,2,0,0,0,0,0,1,1,0,0,1.945910149
299,11471,2018,diourbel,2,3,3,2,1,1,0,1,1,1,1,0,0,2,1,0,1,0,2.302585093
300,114710,2018,diourbel,1,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1.609437912
301,114711,2018,diourbel,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
302,114712,2018,diourbel,3,2,5,4,2,0,1,1,1,1,1,0,3,2,0,1,1,0,2.63905733
303,11472,2018,diourbel,3,1,8,2,2,1,2,0,4,0,1,0,0,0,1,2,0,1,2.63905733
304,11473,2018,diourbel,2,3,4,2,1,0,1,3,0,0,3,0,0,0,1,2,0,0,2.397895273
305,11474,2018,diourbel,7,6,4,1,2,1,1,3,0,1,1,1,0,3,1,3,0,1,2.890371758
306,11475,2018,diourbel,3,1,5,4,2,0,1,1,1,0,2,0,2,1,0,0,1,2,2.564949357
307,11476,2018,diourbel,1,2,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1.609437912
308,11477,2018,diourbel,2,1,4,2,0,0,1,0,2,0,1,1,1,0,0,1,1,1,2.197224577
309,11478,2018,diourbel,5,12,7,6,1,3,3,5,3,3,0,1,3,2,2,2,1,1,3.401197382
310,11479,2018,diourbel,3,2,2,3,1,2,1,0,0,0,0,0,0,2,2,0,1,1,2.302585093
311,11481,2018,diourbel,3,0,1,4,1,0,0,0,0,0,0,0,2,2,1,0,1,1,2.079441542
312,114810,2018,diourbel,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1.386294361
313,114811,2018,diourbel,2,4,2,1,0,2,1,1,1,1,0,0,0,0,1,2,0,0,2.197224577
314,114812,2018,diourbel,2,2,2,1,0,0,0,2,1,0,1,0,0,1,1,1,0,0,1.945910149
315,11482,2018,diourbel,3,2,1,3,1,2,0,0,0,0,0,0,1,2,1,1,1,0,2.197224577
316,11483,2018,diourbel,3,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1.609437912
317,11484,2018,diourbel,1,1,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1.386294361
318,11485,2018,diourbel,5,5,4,1,1,0,1,2,1,2,1,1,0,3,0,1,1,1,2.708050201
319,11486,2018,diourbel,3,1,3,1,1,0,1,1,1,0,0,0,1,2,0,1,0,0,2.079441542
320,11487,2018,diourbel,2,2,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1.609437912
321,11488,2018,diourbel,1,3,0,1,0,0,0,2,0,0,0,1,0,0,0,1,1,0,1.609437912
322,11489,2018,diourbel,2,0,1,2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1.609437912
323,11501,2018,diourbel,4,2,4,3,2,2,1,0,0,0,1,0,2,3,0,0,1,1,2.564949357
324,115010,2018,diourbel,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6931471806
325,115011,2018,diourbel,3,2,2,2,1,0,1,0,0,1,1,1,0,0,0,1,1,2,2.197224577
326,115012,2018,diourbel,3,2,0,1,0,0,0,0,0,1,0,1,0,0,1,3,0,0,1.791759469
327,11502,2018,diourbel,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1.386294361
328,11503,2018,diourbel,2,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1.386294361
329,11504,2018,diourbel,5,7,5,7,2,2,0,3,2,0,1,3,5,1,2,2,0,1,3.17805383
330,11505,2018,diourbel,5,3,6,4,2,0,2,2,2,1,0,0,2,2,1,1,1,2,2.890371758
331,11506,2018,diourbel,1,2,2,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1.791759469
332,11507,2018,diourbel,6,10,5,8,1,5,2,1,1,2,1,2,2,2,5,1,1,3,3.36729583
333,11508,2018,diourbel,1,4,5,1,1,0,2,0,2,3,0,1,0,0,0,1,1,0,2.397895273
334,11509,2018,diourbel,1,4,3,1,0,0,2,1,1,2,0,1,0,0,0,1,1,0,2.197224577
335,1151,2018,dakar,4,0,0,7,0,0,0,0,0,0,0,0,4,3,2,0,1,1,2.397895273
336,11510,2018,dakar,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
337,11511,2018,dakar,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1.609437912
338,11512,2018,dakar,3,0,0,4,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1.945910149
339,1152,2018,dakar,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
340,11521,2018,diourbel,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.6931471806
341,115210,2018,diourbel,1,1,2,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1.609437912
342,115211,2018,diourbel,3,5,4,2,0,2,2,1,2,1,0,1,0,1,2,1,0,1,2.63905733
343,115212,2018,diourbel,3,2,1,2,1,1,0,1,0,0,0,1,1,1,1,1,0,0,2.079441542
344,11522,2018,diourbel,2,2,1,1,1,0,0,2,0,0,0,0,0,1,1,0,0,1,1.791759469
345,11523,2018,diourbel,1,4,1,1,0,1,1,2,0,1,0,0,0,1,1,0,0,0,1.945910149
346,11524,2018,diourbel,4,2,5,2,1,0,2,0,2,1,1,2,0,1,0,2,1,0,2.564949357
347,11525,2018,diourbel,2,1,2,2,1,0,1,0,0,0,1,2,1,0,0,1,0,0,1.945910149
348,11526,2018,diourbel,3,1,3,3,1,0,0,0,1,1,2,0,1,0,1,2,0,1,2.302585093
349,11527,2018,diourbel,2,4,1,1,0,1,0,3,1,0,0,0,0,1,0,1,1,0,2.079441542
350,11528,2018,diourbel,2,2,2,3,0,0,2,0,0,0,0,2,1,1,1,0,1,1,2.197224577
351,11529,2018,diourbel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
352,1153,2018,dakar,2,2,1,1,0,0,0,0,1,0,0,2,0,0,0,1,1,1,1.791759469
353,1154,2018,dakar,1,0,3,1,0,0,1,0,1,0,2,0,0,0,0,0,0,1,1.609437912
354,11541,2018,diourbel,2,3,2,0,0,1,2,0,0,1,0,1,0,0,0,1,0,1,1.945910149
355,115410,2018,diourbel,4,0,5,2,1,0,1,0,2,0,1,0,2,0,0,3,0,1,2.397895273
356,115411,2018,diourbel,8,8,3,4,1,2,1,2,1,2,0,2,1,4,2,3,1,1,3.135494216
357,115412,2018,diourbel,3,2,8,4,0,1,4,0,3,1,2,0,0,0,0,2,3,1,2.833213344
358,11542,2018,diourbel,2,0,2,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1.386294361
359,11543,2018,diourbel,1,1,6,2,1,0,1,0,2,1,2,0,1,0,0,1,1,0,2.302585093
360,11544,2018,diourbel,3,2,2,4,0,0,0,1,1,1,2,0,2,2,0,1,1,0,2.397895273
361,11545,2018,diourbel,5,3,6,5,0,0,3,1,3,1,0,1,2,1,0,2,3,2,2.944438979
362,11546,2018,diourbel,3,0,3,0,0,0,1,0,1,0,1,0,0,2,0,0,0,1,1.791759469
363,11547,2018,diourbel,1,3,1,1,1,0,0,2,0,1,0,0,0,0,1,1,0,0,1.791759469
364,11548,2018,diourbel,3,2,0,5,0,0,0,1,0,0,0,1,4,0,0,3,1,0,2.302585093
365,11549,2018,diourbel,3,5,1,0,0,1,0,2,1,1,0,1,0,2,0,1,0,0,2.197224577
366,1155,2018,dakar,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289
367,1156,2018,dakar,2,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1.609437912
368,1157,2018,dakar,6,0,0,3,0,0,0,0,0,0,0,0,1,1,1,2,1,3,2.197224577
369,11571,2018,diourbel,1,0,5,2,0,0,1,0,3,0,1,0,1,0,0,1,1,0,2.079441542
370,115710,2018,diourbel,4,5,5,5,0,2,3,1,0,1,2,1,2,0,3,4,0,0,2.944438979
371,115711,2018,diourbel,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.098612289
372,115712,2018,diourbel,1,2,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1.386294361
373,11572,2018,diourbel,3,4,5,2,0,0,2,2,2,1,1,2,1,1,0,0,1,1,2.63905733
374,11573,2018,diourbel,3,2,0,2,0,1,0,0,0,0,0,2,2,1,0,0,0,1,1.945910149
375,11574,2018,diourbel,1,2,1,2,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1.791759469
376,11575,2018,diourbel,3,5,2,2,0,0,2,2,0,3,1,0,1,1,0,2,0,0,2.48490665
377,11576,2018,diourbel,3,7,5,1,0,2,2,2,2,2,1,1,0,1,1,2,0,0,2.772588722
378,11577,2018,diourbel,5,6,8,7,3,2,2,2,2,0,1,2,3,1,3,2,1,2,3.258096538
379,11578,2018,diourbel,2,1,4,1,2,0,0,0,1,0,1,1,1,0,0,2,0,0,2.079441542
380,11579,2018,diourbel,4,4,1,0,1,0,0,3,0,0,0,2,0,1,0,1,0,1,2.197224577
381,1158,2018,dakar,4,3,1,2,0,1,0,0,0,1,1,1,1,2,1,1,0,1,2.302585093
382,1159,2018,dakar,4,2,2,4,1,0,1,0,0,2,0,0,2,0,2,3,0,1,2.48490665
383,11591,2018,diourbel,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1.386294361
384,115910,2018,diourbel,2,2,2,1,2,0,0,1,0,1,0,0,0,1,1,1,0,0,1.945910149
385,115911,2018,diourbel,3,1,1,3,1,1,0,0,0,0,0,0,1,2,1,1,1,0,2.079441542
386,115912,2018,diourbel,2,1,4,1,2,0,1,1,1,0,0,0,0,0,1,1,0,1,2.079441542
387,11592,2018,diourbel,1,0,3,2,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1.791759469
388,11593,2018,diourbel,3,3,1,1,1,0,0,1,0,2,0,0,0,2,0,1,1,0,2.079441542
389,11594,2018,diourbel,1,1,2,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1.609437912
390,11595,2018,diourbel,2,0,3,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1.609437912
391,11596,2018,diourbel,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1.098612289
392,11597,2018,diourbel,2,4,2,1,0,1,1,3,1,0,0,0,0,0,1,2,0,0,2.197224577
393,11598,2018,diourbel,5,4,8,4,2,0,5,1,0,2,1,1,0,2,3,1,1,2,3.044522438
394,11599,2018,diourbel,4,1,1,3,0,0,1,1,0,0,0,0,2,3,0,0,1,1,2.197224577
395,11611,2018,diourbel,5,8,2,5,0,1,1,3,0,2,3,2,3,2,0,2,0,1,2.995732274
396,116110,2018,diourbel,5,1,7,0,2,0,1,0,1,0,3,2,0,2,0,1,0,1,2.564949357
397,116111,2018,diourbel,3,4,2,2,0,2,2,0,0,2,0,0,0,0,0,3,2,0,2.397895273
398,116112,2018,diourbel,1,0,4,3,1,0,2,0,0,0,1,0,2,1,1,0,0,0,2.079441542
399,11612,2018,diourbel,2,3,2,1,2,2,0,1,0,0,0,0,0,2,1,0,0,0,2.079441542
400,11613,2018,diourbel,3,0,4,4,0,0,0,0,3,0,1,0,3,0,0,2,1,1,2.397895273
401,11614,2018,diourbel,3,2,2,3,1,0,1,0,0,1,0,2,2,0,0,1,1,1,2.302585093
402,11615,2018,diourbel,8,6,3,2,1,2,1,3,1,0,0,3,2,3,0,2,0,1,2.944438979
403,11616,2018,diourbel,5,4,1,0,0,0,1,3,0,1,0,0,0,2,0,1,0,2,2.302585093
404,11617,2018,diourbel,7,8,3,3,1,2,1,2,1,2,0,2,0,3,2,3,1,1,3.044522438
405,11618,2018,diourbel,1,1,1,4,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1.945910149
406,11619,2018,diourbel,3,1,0,5,0,0,0,0,0,0,0,2,4,0,0,2,1,0,2.197224577
407,11631,2018,diourbel,3,4,1,3,1,3,0,0,0,0,0,2,1,0,2,1,0,1,2.397895273
408,116310,2018,diourbel,2,0,1,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1.386294361
409,116311,2018,diourbel,2,2,3,1,1,1,2,1,0,0,0,0,0,1,1,0,0,1,2.079441542
410,116312,2018,diourbel,4,4,1,3,0,2,1,1,0,0,0,1,0,3,2,1,1,0,2.48490665
411,11632,2018,diourbel,9,8,7,3,3,2,3,1,1,4,0,1,2,7,1,1,0,1,3.295836866
412,11633,2018,diourbel,3,2,5,1,0,0,2,0,2,0,2,2,0,2,0,1,0,0,2.397895273
413,11634,2018,diourbel,2,3,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,1.791759469
414,11635,2018,diourbel,3,3,2,0,0,1,1,1,1,0,0,1,0,2,0,0,0,1,2.079441542
415,11636,2018,diourbel,5,4,2,2,2,1,0,2,0,1,1,0,0,3,0,0,1,2,2.564949357
416,11637,2018,diourbel,2,3,6,3,0,0,0,0,1,1,6,2,0,0,1,2,1,0,2.63905733
417,11638,2018,diourbel,2,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1.609437912
418,11639,2018,diourbel,1,2,2,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1.791759469
419,11651,2018,diourbel,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6931471806
420,116510,2018,diourbel,3,1,4,1,1,0,1,0,1,0,1,1,0,0,0,2,1,1,2.197224577
421,116511,2018,diourbel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
422,116512,2018,diourbel,7,4,5,5,2,2,2,2,1,0,0,0,3,4,2,2,0,1,3.044522438
423,11652,2018,diourbel,2,2,2,2,0,0,2,1,0,0,0,1,2,1,0,1,0,0,2.079441542
424,11653,2018,diourbel,3,4,5,2,2,1,0,2,2,1,2,0,0,1,1,2,0,0,2.63905733
425,11654,2018,diourbel,3,4,2,3,0,1,1,2,0,1,2,0,0,1,2,2,0,0,2.48490665
426,11655,2018,diourbel,5,4,6,2,1,1,3,3,1,0,1,0,0,1,1,3,1,1,2.833213344
427,11656,2018,diourbel,2,0,2,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1.609437912
428,11657,2018,diourbel,2,1,0,4,0,1,0,0,0,0,1,1,2,0,0,0,1,1,1.945910149
429,11658,2018,diourbel,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1.386294361
430,11659,2018,diourbel,1,3,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1.386294361
431,11671,2018,diourbel,1,2,2,1,0,0,0,2,0,0,2,0,1,0,0,1,0,0,1.791759469
432,116710,2018,diourbel,6,3,3,5,1,0,0,0,1,3,1,0,1,2,4,3,0,1,2.833213344
433,116711,2018,diourbel,3,2,0,2,0,1,0,0,0,1,0,0,1,1,0,2,1,0,1.945910149
434,116712,2018,diourbel,2,9,0,2,0,3,0,2,0,2,1,2,0,1,0,1,1,0,2.564949357
435,11672,2018,diourbel,2,1,4,2,2,0,0,0,1,0,1,1,1,1,1,0,0,1,2.197224577
436,11673,2018,diourbel,3,2,2,1,2,1,0,1,0,0,0,0,1,2,0,0,0,1,2.079441542
437,11674,2018,diourbel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
438,11675,2018,diourbel,3,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1.609437912
439,11676,2018,diourbel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
440,11677,2018,diourbel,2,3,2,1,0,1,1,0,0,2,1,0,0,1,1,1,0,0,2.079441542
441,11678,2018,diourbel,2,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1.386294361
442,11679,2018,diourbel,1,2,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361
443,11691,2018,diourbel,1,4,1,2,0,2,0,2,0,0,1,0,1,1,0,0,1,0,2.079441542
444,116910,2018,diourbel,4,3,4,2,1,2,1,1,0,0,2,0,2,2,0,0,0,2,2.564949357
445,116911,2018,diourbel,1,2,0,3,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1.791759469
446,116912,2018,diourbel,4,5,4,1,0,2,2,2,0,1,3,0,0,2,0,1,0,1,2.63905733
447,11692,2018,diourbel,4,4,1,1,0,1,0,2,0,1,1,0,0,0,0,2,1,2,2.302585093
448,11693,2018,diourbel,6,4,2,2,0,1,2,0,0,2,1,1,1,1,0,3,0,2,2.63905733
449,11694,2018,diourbel,2,1,2,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1.609437912
450,11695,2018,diourbel,3,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1.791759469
451,11696,2018,diourbel,2,1,2,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,1.609437912
452,11697,2018,diourbel,3,3,0,2,0,1,0,1,0,1,0,0,1,2,1,0,0,1,2.079441542
453,11698,2018,diourbel,1,2,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912
454,11699,2018,diourbel,4,1,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,1,1.791759469
455,1171,2018,dakar,3,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1.609437912
456,11710,2018,dakar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1.098612289
457,11711,2018,dakar,3,1,5,2,2,0,2,1,1,0,1,0,0,2,0,1,1,0,2.397895273
458,117110,2018,diourbel,2,2,3,1,1,1,2,1,0,0,0,0,0,1,1,1,0,0,2.079441542
459,117111,2018,diourbel,1,4,3,1,1,1,0,2,0,1,2,0,0,0,0,1,1,0,2.197224577
460,117112,2018,diourbel,3,3,2,1,1,1,1,1,0,0,0,1,1,1,0,2,0,0,2.197224577
461,11712,2018,dakar,6,2,3,10,1,0,0,1,1,1,1,0,4,2,2,4,4,0,3.044522438
462,11713,2018,diourbel,2,3,3,0,1,1,0,2,1,0,1,0,0,1,0,1,0,0,2.079441542
463,11714,2018,diourbel,2,6,3,2,2,1,0,2,1,0,0,3,1,1,0,1,1,0,2.564949357
464,11715,2018,diourbel,1,3,4,1,1,0,1,0,2,1,0,2,0,0,0,1,1,0,2.197224577
465,11716,2018,diourbel,3,1,2,0,0,0,1,1,1,0,0,0,0,2,0,1,0,0,1.791759469
466,11717,2018,diourbel,1,0,4,2,0,0,1,0,2,0,2,0,0,1,1,0,0,0,1.945910149
467,11718,2018,diourbel,2,1,0,2,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1.609437912
468,11719,2018,diourbel,1,1,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1.609437912
469,1172,2018,dakar,4,3,0,3,0,2,0,0,0,0,0,1,1,0,2,3,0,1,2.302585093
470,1173,2018,dakar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
471,11731,2018,SAINT-LOUIS,4,1,2,1,0,0,1,1,1,0,0,0,0,0,0,3,1,1,2.079441542
472,117310,2018,SAINT-LOUIS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
473,117311,2018,SAINT-LOUIS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
474,117312,2018,SAINT-LOUIS,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806
475,11732,2018,SAINT-LOUIS,2,1,3,0,0,0,1,1,2,0,0,0,0,0,0,1,0,1,1.791759469
476,11733,2018,SAINT-LOUIS,4,3,0,1,0,0,0,1,0,1,0,1,0,2,1,1,0,1,2.079441542
477,11734,2018,SAINT-LOUIS,3,2,2,2,0,1,0,0,1,1,1,0,1,0,1,2,0,1,2.197224577
478,11735,2018,SAINT-LOUIS,3,2,3,1,0,0,0,1,0,0,3,1,0,1,0,1,1,1,2.197224577
479,11736,2018,SAINT-LOUIS,2,0,2,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,1.791759469
480,11737,2018,SAINT-LOUIS,2,3,1,1,0,0,0,1,1,0,0,3,0,0,0,1,1,0,1.945910149
481,11738,2018,SAINT-LOUIS,2,2,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1.791759469
482,11739,2018,SAINT-LOUIS,1,0,5,1,0,0,0,0,2,0,3,0,1,0,0,0,0,1,1.945910149
483,1174,2018,dakar,4,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1.791759469
484,1175,2018,dakar,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289
485,11751,2018,SAINT-LOUIS,2,2,4,1,0,1,0,1,3,0,1,1,0,0,1,1,0,0,2.197224577
486,117510,2018,SAINT-LOUIS,1,2,3,1,0,0,0,1,1,1,2,0,1,0,0,1,0,0,1.945910149
487,117511,2018,SAINT-LOUIS,4,1,3,7,1,0,1,0,1,1,0,0,5,2,2,1,0,1,2.708050201
488,117512,2018,SAINT-LOUIS,5,6,1,4,1,1,0,3,0,2,0,0,1,3,3,1,0,1,2.772588722
489,11752,2018,SAINT-LOUIS,3,3,3,2,0,1,3,1,0,0,0,1,0,0,2,2,0,1,2.397895273
490,11753,2018,SAINT-LOUIS,4,7,5,7,0,2,4,2,0,1,2,2,3,2,2,1,1,1,3.135494216
491,11754,2018,SAINT-LOUIS,9,7,11,8,2,1,2,3,5,2,2,1,2,6,5,1,1,2,3.555348061
492,11755,2018,SAINT-LOUIS,3,2,4,5,2,1,1,0,1,1,0,0,3,2,1,0,1,1,2.63905733
493,11756,2018,SAINT-LOUIS,2,4,4,3,0,0,1,2,0,1,3,1,1,1,2,1,0,0,2.564949357
494,11757,2018,SAINT-LOUIS,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
495,11758,2018,SAINT-LOUIS,7,10,8,9,2,2,3,3,1,4,2,1,6,4,2,1,1,2,3.526360525
496,11759,2018,SAINT-LOUIS,8,6,13,8,2,0,3,4,5,1,4,3,3,0,2,5,2,1,3.555348061
