i,t,m,j,Expenditure
21001,2019,ziguinchor,Ail,25
21001,2019,ziguinchor,Beurre,75
21001,2019,ziguinchor,Café,75
21001,2019,ziguinchor,Carotte,100
21001,2019,ziguinchor,Choux,50
21001,2019,ziguinchor,Citrons,25
21001,2019,ziguinchor,Concentré de tomate,125
21001,2019,ziguinchor,"Cube alimentaire (Maggi, Jumbo, )",25
21001,2019,ziguinchor,Feuilles d'oseille (bissap),25
21001,2019,ziguinchor,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",125
21001,2019,ziguinchor,Lait en poudre,100
21001,2019,ziguinchor,Oignon frais,350
21001,2019,ziguinchor,Pain traditionnel,300
21001,2019,ziguinchor,Piment,25
21001,2019,ziguinchor,Pomme de terre,100
21001,2019,ziguinchor,Pâte d'arachide,200
21001,2019,ziguinchor,Riz local brisé,300
21001,2019,ziguinchor,Sel,25
21001,2019,ziguinchor,Sucre (poudre ou morceaux),200
21001,2019,ziguinchor,Thé,100
21001,2019,ziguinchor,Viande de poulet,800
210010,2019,ziguinchor,Ail,100
210010,2019,ziguinchor,Arachides décortiquées ou pilées (noflaye),300
210010,2019,ziguinchor,Beurre,200
210010,2019,ziguinchor,Café,200
210010,2019,ziguinchor,Carotte,200
210010,2019,ziguinchor,Choux,150
210010,2019,ziguinchor,Citrons,50
210010,2019,ziguinchor,Concentré de tomate,200
210010,2019,ziguinchor,"Cube alimentaire (Maggi, Jumbo, )",75
210010,2019,ziguinchor,Dattes,200
210010,2019,ziguinchor,Feuilles d'oseille (bissap),75
210010,2019,ziguinchor,Huile de palme rouge,525
210010,2019,ziguinchor,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",400
210010,2019,ziguinchor,Lait concentré sucré,1000
210010,2019,ziguinchor,Lait en poudre,300
210010,2019,ziguinchor,Manioc,100
210010,2019,ziguinchor,Mayonnaise,1000
210010,2019,ziguinchor,Oeufs,600
210010,2019,ziguinchor,Oignon frais,400
210010,2019,ziguinchor,Piment,50
210010,2019,ziguinchor,Poisson frais yaboy ou obo (sardinelle),1000
210010,2019,ziguinchor,Pomme de terre,100
210010,2019,ziguinchor,Riz importé brisé,900
210010,2019,ziguinchor,"Salade (laitue, batavia, etc.)",500
210010,2019,ziguinchor,Sel,50
210010,2019,ziguinchor,Soumbala (netetou),50
210010,2019,ziguinchor,Sucre (poudre ou morceaux),500
210010,2019,ziguinchor,Thé,200
210010,2019,ziguinchor,Tomate fraîche,200
210010,2019,ziguinchor,Vinaigre /moutarde,500
210011,2019,ziguinchor,Ail,25
210011,2019,ziguinchor,Arachides décortiquées ou pilées (noflaye),300
210011,2019,ziguinchor,Autres condiments (poivre etc.),25
210011,2019,ziguinchor,Beurre,100
210011,2019,ziguinchor,Café,100
210011,2019,ziguinchor,Carotte,100
210011,2019,ziguinchor,Choux,100
210011,2019,ziguinchor,Citrons,250
210011,2019,ziguinchor,Concentré de tomate,150
210011,2019,ziguinchor,"Cube alimentaire (Maggi, Jumbo, )",50
210011,2019,ziguinchor,Farine de blé local ou importé,200
210011,2019,ziguinchor,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",1000
210011,2019,ziguinchor,"Lait caillé, yaourt",200
210011,2019,ziguinchor,Lait concentré non-sucré,250
210011,2019,ziguinchor,Pain traditionnel,800
210011,2019,ziguinchor,Piment,25
210011,2019,ziguinchor,Poisson frais yaboy ou obo (sardinelle),400
210011,2019,ziguinchor,Poivron frais,50
210011,2019,ziguinchor,Pomme de terre,600
210011,2019,ziguinchor,Riz importé brisé,14500
210011,2019,ziguinchor,Soumbala (netetou),50
210011,2019,ziguinchor,Sucre (poudre ou morceaux),500
210011,2019,ziguinchor,Thé,100
210011,2019,ziguinchor,Tomate fraîche,100
210011,2019,ziguinchor,Vinaigre /moutarde,50
210012,2019,ziguinchor,Ail,25
210012,2019,ziguinchor,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",50
210012,2019,ziguinchor,Carotte,100
210012,2019,ziguinchor,Choux,50
210012,2019,ziguinchor,"Cube alimentaire (Maggi, Jumbo, )",25
210012,2019,ziguinchor,Dattes,100
210012,2019,ziguinchor,Huile de palme rouge,250
210012,2019,ziguinchor,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",225
210012,2019,ziguinchor,Lait concentré non-sucré,450
210012,2019,ziguinchor,Mayonnaise,1000
210012,2019,ziguinchor,Oignon frais,175
210012,2019,ziguinchor,Pain traditionnel,300
210012,2019,ziguinchor,Poisson frais yaboy ou obo (sardinelle),200
210012,2019,ziguinchor,"Poisson séché (tambadiang, kong, etc.)",1000
210012,2019,ziguinchor,Pomme de terre,250
210012,2019,ziguinchor,Pâtes alimentaires,200
210012,2019,ziguinchor,Riz local brisé,14500
210012,2019,ziguinchor,Thé,100
210012,2019,ziguinchor,Tomate fraîche,50
210012,2019,ziguinchor,Viande de poulet,1250
210012,2019,ziguinchor,Vinaigre /moutarde,25
21002,2019,ziguinchor,Ail,25
21002,2019,ziguinchor,Arachides décortiquées ou pilées (noflaye),400
21002,2019,ziguinchor,"Aubergine, Courge/Courgette",50
21002,2019,ziguinchor,Autres condiments (poivre etc.),25
21002,2019,ziguinchor,Café,100
21002,2019,ziguinchor,Carotte,100
21002,2019,ziguinchor,"Chocolat à croquer, pâte à tartiner",900
21002,2019,ziguinchor,Choux,100
21002,2019,ziguinchor,Citrons,25
21002,2019,ziguinchor,"Cube alimentaire (Maggi, Jumbo, )",50
21002,2019,ziguinchor,Feuilles d'oseille (bissap),100
21002,2019,ziguinchor,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",1000
21002,2019,ziguinchor,Lait en poudre,200
21002,2019,ziguinchor,Manioc,100
21002,2019,ziguinchor,Pain traditionnel,400
21002,2019,ziguinchor,Piment,25
21002,2019,ziguinchor,Poisson frais yaboy ou obo (sardinelle),400
21002,2019,ziguinchor,Poivron frais,50
21002,2019,ziguinchor,Pomme de terre,600
21002,2019,ziguinchor,Riz importé brisé,15000
21002,2019,ziguinchor,Soumbala (netetou),100
21002,2019,ziguinchor,Sucre (poudre ou morceaux),300
21002,2019,ziguinchor,Thé,200
21002,2019,ziguinchor,Tomate fraîche,100
21003,2019,ziguinchor,Ail,25
21003,2019,ziguinchor,Banane douce,200
21003,2019,ziguinchor,Citrons,25
21003,2019,ziguinchor,Concentré de tomate,100
21003,2019,ziguinchor,Feuilles d'oseille (bissap),50
21003,2019,ziguinchor,Gombo frais,25
21003,2019,ziguinchor,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",125
21003,2019,ziguinchor,"Lait caillé, yaourt",100
21003,2019,ziguinchor,Lait concentré sucré,1000
21003,2019,ziguinchor,Oeufs,200
21003,2019,ziguinchor,Oignon frais,150
21003,2019,ziguinchor,Orange,100
21003,2019,ziguinchor,Poisson fumé kétiakh (sardinelle),100
21003,2019,ziguinchor,"Poisson séché (tambadiang, kong, etc.)",500
21003,2019,ziguinchor,Pomme de terre,300
21003,2019,ziguinchor,"Salade (laitue, batavia, etc.)",300
21003,2019,ziguinchor,Sel,25
21003,2019,ziguinchor,Sucre (poudre ou morceaux),500
21003,2019,ziguinchor,Thé,100
21003,2019,ziguinchor,Viande de b__uf,1800
21004,2019,ziguinchor,Ail,25
21004,2019,ziguinchor,Arachides décortiquées ou pilées (noflaye),300
21004,2019,ziguinchor,Autres condiments (poivre etc.),25
21004,2019,ziguinchor,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",500
21004,2019,ziguinchor,Carotte,100
21004,2019,ziguinchor,Choux,50
21004,2019,ziguinchor,Citrons,25
21004,2019,ziguinchor,Concentré de tomate,100
21004,2019,ziguinchor,"Cube alimentaire (Maggi, Jumbo, )",25
21004,2019,ziguinchor,Dattes,100
21004,2019,ziguinchor,Farine de blé local ou importé,100
21004,2019,ziguinchor,Feuilles d'oseille (bissap),50
21004,2019,ziguinchor,"Feuilles de manioc, feuilles de taro et autres feuilles",100
21004,2019,ziguinchor,Gombo frais,100
21004,2019,ziguinchor,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",1000
21004,2019,ziguinchor,Lait en poudre,200
21004,2019,ziguinchor,Lait frais,350
21004,2019,ziguinchor,Manioc,100
21004,2019,ziguinchor,Niébé/Haricots secs,500
21004,2019,ziguinchor,Oeufs,200
21004,2019,ziguinchor,Oignon frais,100
21004,2019,ziguinchor,Pain traditionnel,200
21004,2019,ziguinchor,Piment,25
21004,2019,ziguinchor,Poisson frais yaboy ou obo (sardinelle),300
21004,2019,ziguinchor,"Poisson séché (tambadiang, kong, etc.)",100
21004,2019,ziguinchor,Poivron frais,75
21004,2019,ziguinchor,Pomme de terre,600
21004,2019,ziguinchor,Riz importé brisé,15000
21004,2019,ziguinchor,Sucre (poudre ou morceaux),200
21004,2019,ziguinchor,Thé,100
21004,2019,ziguinchor,Tomate fraîche,100
21004,2019,ziguinchor,Vinaigre /moutarde,50
21005,2019,ziguinchor,Arachides décortiquées ou pilées (noflaye),800
21005,2019,ziguinchor,Carotte,200
21005,2019,ziguinchor,Choux,200
21005,2019,ziguinchor,Citrons,50
21005,2019,ziguinchor,Feuilles d'oseille (bissap),150
21005,2019,ziguinchor,Gombo frais,150
21005,2019,ziguinchor,Manioc,200
21005,2019,ziguinchor,Mayonnaise,200
21005,2019,ziguinchor,Pain moderne,700
21005,2019,ziguinchor,Pain traditionnel,300
21005,2019,ziguinchor,Poisson frais wass,3000
21005,2019,ziguinchor,Poisson frais yaboy ou obo (sardinelle),1000
21005,2019,ziguinchor,Poulet sur pied,3000
21005,2019,ziguinchor,Tomate fraîche,200
21005,2019,ziguinchor,Vinaigre /moutarde,75
21006,2019,ziguinchor,Ail,25
21006,2019,ziguinchor,Autres condiments (poivre etc.),25
21006,2019,ziguinchor,Beurre,250
21006,2019,ziguinchor,"Boissons gazeuses (coca, etc.)",800
21006,2019,ziguinchor,Café,200
21006,2019,ziguinchor,Choux,50
21006,2019,ziguinchor,Citrons,25
21006,2019,ziguinchor,Concentré de tomate,100
21006,2019,ziguinchor,"Cube alimentaire (Maggi, Jumbo, )",25
21006,2019,ziguinchor,Dattes,100
21006,2019,ziguinchor,Feuilles d'oseille (bissap),100
21006,2019,ziguinchor,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",200
21006,2019,ziguinchor,Lait en poudre,150
21006,2019,ziguinchor,Niébé/Haricots secs,100
21006,2019,ziguinchor,Oeufs,500
21006,2019,ziguinchor,Oignon frais,250
21006,2019,ziguinchor,Pain traditionnel,400
21006,2019,ziguinchor,Piment,25
21006,2019,ziguinchor,Poisson frais wass,500
21006,2019,ziguinchor,Poisson frais yaboy ou obo (sardinelle),1000
21006,2019,ziguinchor,Poisson fumé kétiakh (sardinelle),100
21006,2019,ziguinchor,Pomme de terre,300
21006,2019,ziguinchor,Poulet sur pied,3500
21006,2019,ziguinchor,Riz importé brisé,15000
21006,2019,ziguinchor,Sel,50
21006,2019,ziguinchor,Soumbala (netetou),50
21006,2019,ziguinchor,Sucre (poudre ou morceaux),250
21006,2019,ziguinchor,Thé,200
21006,2019,ziguinchor,Tomate fraîche,100
21006,2019,ziguinchor,Vinaigre /moutarde,25
21007,2019,ziguinchor,Ail,75
21007,2019,ziguinchor,Arachides décortiquées ou pilées (noflaye),100
21007,2019,ziguinchor,Carotte,50
21007,2019,ziguinchor,Choux,50
21007,2019,ziguinchor,Citrons,25
21007,2019,ziguinchor,Concentré de tomate,100
21007,2019,ziguinchor,Concombre,100
21007,2019,ziguinchor,Huile de palme rouge,200
21007,2019,ziguinchor,Manioc,50
21007,2019,ziguinchor,Oeufs,150
21007,2019,ziguinchor,Oignon frais,125
21007,2019,ziguinchor,Pain traditionnel,300
21007,2019,ziguinchor,Poisson frais wass,500
21007,2019,ziguinchor,Pomme de terre,400
21007,2019,ziguinchor,Riz local brisé,14500
21007,2019,ziguinchor,Sel,25
21007,2019,ziguinchor,Soumbala (netetou),50
21007,2019,ziguinchor,Tomate fraîche,100
21007,2019,ziguinchor,Viande de b__uf,850
21008,2019,ziguinchor,Ail,50
21008,2019,ziguinchor,Autres condiments (poivre etc.),100
21008,2019,ziguinchor,Beurre,850
21008,2019,ziguinchor,Café,200
21008,2019,ziguinchor,Carotte,300
21008,2019,ziguinchor,Choux,300
21008,2019,ziguinchor,Citrons,150
21008,2019,ziguinchor,Concentré de tomate,375
21008,2019,ziguinchor,"Cube alimentaire (Maggi, Jumbo, )",75
21008,2019,ziguinchor,Dattes,300
21008,2019,ziguinchor,Feuilles d'oseille (bissap),75
21008,2019,ziguinchor,Huile de palme rouge,800
21008,2019,ziguinchor,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",900
21008,2019,ziguinchor,Lait concentré sucré,2000
21008,2019,ziguinchor,Mayonnaise,800
21008,2019,ziguinchor,Oeufs,400
21008,2019,ziguinchor,Oignon frais,525
21008,2019,ziguinchor,Pain moderne,1800
21008,2019,ziguinchor,Piment,50
21008,2019,ziguinchor,Poisson frais wass,1000
21008,2019,ziguinchor,Poulet sur pied,6000
21008,2019,ziguinchor,Soumbala (netetou),75
21008,2019,ziguinchor,Sucre (poudre ou morceaux),750
21008,2019,ziguinchor,Thé,300
21009,2019,ziguinchor,Ail,50
21009,2019,ziguinchor,Autres condiments (poivre etc.),25
21009,2019,ziguinchor,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",500
21009,2019,ziguinchor,Carotte,100
21009,2019,ziguinchor,Choux,50
21009,2019,ziguinchor,Citrons,25
21009,2019,ziguinchor,"Cube alimentaire (Maggi, Jumbo, )",25
21009,2019,ziguinchor,Dattes,100
21009,2019,ziguinchor,Feuilles d'oseille (bissap),50
21009,2019,ziguinchor,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",1000
21009,2019,ziguinchor,Lait en poudre,200
21009,2019,ziguinchor,Manioc,100
21009,2019,ziguinchor,Noix de cola,50
21009,2019,ziguinchor,Oignon frais,400
21009,2019,ziguinchor,Pain traditionnel,400
21009,2019,ziguinchor,Piment,25
21009,2019,ziguinchor,Poisson frais yaboy ou obo (sardinelle),200
21009,2019,ziguinchor,"Poisson séché (tambadiang, kong, etc.)",100
21009,2019,ziguinchor,Poivron frais,75
21009,2019,ziguinchor,Pomme de terre,100
21009,2019,ziguinchor,Pâtes alimentaires,200
21009,2019,ziguinchor,Riz importé brisé,15000
21009,2019,ziguinchor,Sucre (poudre ou morceaux),500
21009,2019,ziguinchor,Tomate fraîche,100
21009,2019,ziguinchor,Viande de poulet,1250
2101,2019,dakar,Ail,500
2101,2019,dakar,"Aubergine, Courge/Courgette",200
2101,2019,dakar,Autres condiments (poivre etc.),500
2101,2019,dakar,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",1000
2101,2019,dakar,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",100
2101,2019,dakar,Banane douce,800
2101,2019,dakar,Beurre,1700
2101,2019,dakar,Café,150
2101,2019,dakar,Carotte,200
2101,2019,dakar,"Charcuterie (jambon, saucisson), conserves de viandes",1200
2101,2019,dakar,Choux,300
2101,2019,dakar,Citrons,100
2101,2019,dakar,Concentré de tomate,2500
2101,2019,dakar,"Crabes, crevettes et autres fruits de mer",300
2101,2019,dakar,"Cube alimentaire (Maggi, Jumbo, )",75
2101,2019,dakar,Dattes,500
2101,2019,dakar,Eau minérale/ filtrée,1000
2101,2019,dakar,Feuilles d'oseille (bissap),200
2101,2019,dakar,Fromage,1500
2101,2019,dakar,Gombo frais,100
2101,2019,dakar,Huile de palme rouge,300
2101,2019,dakar,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",5000
2101,2019,dakar,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",1600
2101,2019,dakar,Lait en poudre,2200
2101,2019,dakar,Manioc,250
2101,2019,dakar,Mayonnaise,5500
2101,2019,dakar,Oeufs,750
2101,2019,dakar,Oignon frais,700
2101,2019,dakar,Orange,1000
2101,2019,dakar,Pain moderne,600
2101,2019,dakar,"Pastèque, Melon",800
2101,2019,dakar,Piment,1000
2101,2019,dakar,Poisson frais thiof/seudd (baracouda),40000
2101,2019,dakar,Poisson frais yaboy ou obo (sardinelle),200
2101,2019,dakar,Poisson fumé kétiakh (sardinelle),200
2101,2019,dakar,"Poisson séché (tambadiang, kong, etc.)",300
2101,2019,dakar,Poivron frais,200
2101,2019,dakar,Pomme de terre,300
2101,2019,dakar,Pâtes alimentaires,450
2101,2019,dakar,Riz local entier,15000
2101,2019,dakar,Sel,200
2101,2019,dakar,Soumbala (netetou),100
2101,2019,dakar,Sucre (poudre ou morceaux),600
2101,2019,dakar,Thé,150
2101,2019,dakar,Tomate fraîche,100
2101,2019,dakar,Vinaigre /moutarde,500
21010,2019,dakar,"Autres fruits (pommes, raisin, etc.)",600
21010,2019,dakar,Banane douce,800
21010,2019,dakar,"Bières et vins traditionnels (soum soum, sung, vin de palme, vin de raphia, etc.)",2500
21010,2019,dakar,Café,250
21010,2019,dakar,Lait frais,1400
21010,2019,dakar,Sucre (poudre ou morceaux),600
21011,2019,dakar,Banane douce,600
21011,2019,dakar,Dattes,100
21011,2019,dakar,Orange,300
21011,2019,dakar,Sucre (poudre ou morceaux),150
21011,2019,dakar,Thé,100
21012,2019,dakar,Ail,50
21012,2019,dakar,"Arôme (Maggi, Jumbo, etc.)",100
21012,2019,dakar,Autres condiments (poivre etc.),25
21012,2019,dakar,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",1500
21012,2019,dakar,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",300
21012,2019,dakar,Beurre,100
21012,2019,dakar,Café,500
21012,2019,dakar,Citrons,600
21012,2019,dakar,Concentré de tomate,300
21012,2019,dakar,"Cube alimentaire (Maggi, Jumbo, )",50
21012,2019,dakar,Dattes,500
21012,2019,dakar,Farine de blé local ou importé,450
21012,2019,dakar,Feuilles d'oseille (bissap),250
21012,2019,dakar,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",600
21012,2019,dakar,"Lait caillé, yaourt",500
21012,2019,dakar,Lait concentré non-sucré,500
21012,2019,dakar,Lait en poudre,1100
21012,2019,dakar,Mangue,500
21012,2019,dakar,Mayonnaise,800
21012,2019,dakar,Miel,500
21012,2019,dakar,Oeufs,2500
21012,2019,dakar,Oignon frais,400
21012,2019,dakar,Pain moderne,750
21012,2019,dakar,Piment,50
21012,2019,dakar,Poisson frais yaboy ou obo (sardinelle),200
21012,2019,dakar,Poivron frais,250
21012,2019,dakar,Pomme de terre,350
21012,2019,dakar,Pâtes alimentaires,400
21012,2019,dakar,Riz importé brisé,10000
21012,2019,dakar,"Salade (laitue, batavia, etc.)",300
21012,2019,dakar,Sel,50
21012,2019,dakar,Sucre (poudre ou morceaux),300
21012,2019,dakar,Tomate fraîche,300
21012,2019,dakar,Viande de b__uf,2800
21012,2019,dakar,Viande de poulet,5000
21012,2019,dakar,Vinaigre /moutarde,25
2102,2019,dakar,Dattes,50
2102,2019,dakar,Mangue,400
2102,2019,dakar,Sucre (poudre ou morceaux),150
2102,2019,dakar,Thé,150
21021,2019,ziguinchor,Ail,25
21021,2019,ziguinchor,"Autres poissons fumés (kong fumé, yaboy ou obo fumé)",1000
21021,2019,ziguinchor,Feuilles d'oseille (bissap),25
21021,2019,ziguinchor,Gombo frais,50
21021,2019,ziguinchor,Oignon frais,50
21021,2019,ziguinchor,Pain moderne,100
21021,2019,ziguinchor,Piment,200
21021,2019,ziguinchor,Poisson frais wass,500
21021,2019,ziguinchor,Pomme de terre,150
21021,2019,ziguinchor,Poulet sur pied,2000
21021,2019,ziguinchor,Pâte d'arachide,200
21021,2019,ziguinchor,Sucre (poudre ou morceaux),600
210210,2019,ziguinchor,Beurre,1500
210210,2019,ziguinchor,Café,150
210210,2019,ziguinchor,Citrons,500
210210,2019,ziguinchor,"Cube alimentaire (Maggi, Jumbo, )",25
210210,2019,ziguinchor,Feuilles d'oseille (bissap),100
210210,2019,ziguinchor,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",250
210210,2019,ziguinchor,Lait en poudre,200
210210,2019,ziguinchor,Oignon frais,300
210210,2019,ziguinchor,Pain moderne,300
210210,2019,ziguinchor,Piment,25
210210,2019,ziguinchor,Sel,100
210210,2019,ziguinchor,Sucre (poudre ou morceaux),100
210211,2019,ziguinchor,Ail,50
210211,2019,ziguinchor,Autres condiments (poivre etc.),25
210211,2019,ziguinchor,Beurre,1200
210211,2019,ziguinchor,"Bières et vins traditionnels (soum soum, sung, vin de palme, vin de raphia, etc.)",150
210211,2019,ziguinchor,Café,25
210211,2019,ziguinchor,"Chocolat à croquer, pâte à tartiner",50
210211,2019,ziguinchor,Citrons,50
210211,2019,ziguinchor,"Cube alimentaire (Maggi, Jumbo, )",25
210211,2019,ziguinchor,Feuilles d'oseille (bissap),150
210211,2019,ziguinchor,Gombo frais,100
210211,2019,ziguinchor,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",250
210211,2019,ziguinchor,Lait en poudre,300
210211,2019,ziguinchor,Pain moderne,200
210211,2019,ziguinchor,Pain traditionnel,150
210211,2019,ziguinchor,Piment,25
210211,2019,ziguinchor,Poisson frais wass,500
210211,2019,ziguinchor,Poisson frais yaboy ou obo (sardinelle),250
210211,2019,ziguinchor,Pâte d'arachide,500
210211,2019,ziguinchor,Sel,100
210211,2019,ziguinchor,Sucre (poudre ou morceaux),100
210211,2019,ziguinchor,Tomate fraîche,100
210212,2019,ziguinchor,"Bières et vins traditionnels (soum soum, sung, vin de palme, vin de raphia, etc.)",300
210212,2019,ziguinchor,Noix de cola,50
21022,2019,ziguinchor,Ail,500
21022,2019,ziguinchor,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",2000
21022,2019,ziguinchor,Beurre,1500
21022,2019,ziguinchor,Feuilles d'oseille (bissap),100
21022,2019,ziguinchor,Gombo frais,100
21022,2019,ziguinchor,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",5500
21022,2019,ziguinchor,Lait en poudre,1500
21022,2019,ziguinchor,Oeufs,600
21022,2019,ziguinchor,Oignon frais,2000
21022,2019,ziguinchor,Pain moderne,350
21022,2019,ziguinchor,Piment,25
21022,2019,ziguinchor,Poisson frais thiof/seudd (baracouda),2400
21022,2019,ziguinchor,Sucre (poudre ou morceaux),1000
21022,2019,ziguinchor,Tomate fraîche,200
21022,2019,ziguinchor,Vinaigre /moutarde,50
21023,2019,ziguinchor,Ail,200
21023,2019,ziguinchor,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",1000
21023,2019,ziguinchor,Beurre,1000
21023,2019,ziguinchor,"Cube alimentaire (Maggi, Jumbo, )",25
21023,2019,ziguinchor,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",5000
21023,2019,ziguinchor,Lait en poudre,100
21023,2019,ziguinchor,Pain moderne,235
21023,2019,ziguinchor,Piment,75
21023,2019,ziguinchor,Poisson frais wass,1500
21023,2019,ziguinchor,Poisson frais yaboy ou obo (sardinelle),250
21023,2019,ziguinchor,Sel,50
21023,2019,ziguinchor,Sucre (poudre ou morceaux),600
21023,2019,ziguinchor,Vinaigre /moutarde,150
21024,2019,ziguinchor,Beurre,1000
21024,2019,ziguinchor,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",1000
21024,2019,ziguinchor,Lait en poudre,150
21024,2019,ziguinchor,Oignon frais,350
21024,2019,ziguinchor,Pain moderne,175
21024,2019,ziguinchor,Pain traditionnel,200
21024,2019,ziguinchor,Piment,125
21024,2019,ziguinchor,"Poisson séché (tambadiang, kong, etc.)",100
21024,2019,ziguinchor,Riz local brisé,15000
21024,2019,ziguinchor,Sel,50
21024,2019,ziguinchor,Sucre (poudre ou morceaux),700
21024,2019,ziguinchor,Vinaigre /moutarde,75
21025,2019,ziguinchor,Beurre,1000
21025,2019,ziguinchor,"Bières et vins traditionnels (soum soum, sung, vin de palme, vin de raphia, etc.)",900
21025,2019,ziguinchor,"Cube alimentaire (Maggi, Jumbo, )",25
21025,2019,ziguinchor,Feuilles d'oseille (bissap),100
21025,2019,ziguinchor,Gombo frais,200
21025,2019,ziguinchor,Lait en poudre,200
21025,2019,ziguinchor,Oignon frais,100
21025,2019,ziguinchor,Pain moderne,525
21025,2019,ziguinchor,Piment,100
21025,2019,ziguinchor,Poisson frais wass,1500
21025,2019,ziguinchor,Poisson frais yaboy ou obo (sardinelle),500
21025,2019,ziguinchor,Tomate fraîche,100
21026,2019,ziguinchor,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",1000
21026,2019,ziguinchor,Beurre,25
21026,2019,ziguinchor,Café,50
21026,2019,ziguinchor,Citrons,50
21026,2019,ziguinchor,"Cube alimentaire (Maggi, Jumbo, )",25
21026,2019,ziguinchor,Feuilles d'oseille (bissap),50
21026,2019,ziguinchor,Gombo frais,100
21026,2019,ziguinchor,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",250
21026,2019,ziguinchor,Lait en poudre,100
21026,2019,ziguinchor,Oignon frais,100
21026,2019,ziguinchor,Pain moderne,100
21026,2019,ziguinchor,Piment,25
21026,2019,ziguinchor,Riz importé brisé,150
21026,2019,ziguinchor,Sel,50
21026,2019,ziguinchor,Sucre (poudre ou morceaux),100
21027,2019,ziguinchor,Ail,25
21027,2019,ziguinchor,"Cube alimentaire (Maggi, Jumbo, )",25
21027,2019,ziguinchor,Feuilles d'oseille (bissap),25
21027,2019,ziguinchor,Gombo frais,50
21027,2019,ziguinchor,Oignon frais,300
21027,2019,ziguinchor,Piment,25
21027,2019,ziguinchor,Poisson frais wass,500
21027,2019,ziguinchor,Poisson frais yaboy ou obo (sardinelle),500
21027,2019,ziguinchor,"Poisson séché (tambadiang, kong, etc.)",1000
21027,2019,ziguinchor,Pomme de terre,200
21027,2019,ziguinchor,Poulet sur pied,2500
21027,2019,ziguinchor,Tomate fraîche,350
21028,2019,ziguinchor,Ail,25
21028,2019,ziguinchor,Autres condiments (poivre etc.),25
21028,2019,ziguinchor,Beurre,1000
21028,2019,ziguinchor,Feuilles d'oseille (bissap),25
21028,2019,ziguinchor,Gombo frais,50
21028,2019,ziguinchor,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",5000
21028,2019,ziguinchor,Lait et farines pour bébé,2500
21028,2019,ziguinchor,Oignon frais,100
21028,2019,ziguinchor,Piment,25
21028,2019,ziguinchor,Poisson frais wass,500
21028,2019,ziguinchor,Poisson frais yaboy ou obo (sardinelle),500
21028,2019,ziguinchor,Sucre (poudre ou morceaux),600
21028,2019,ziguinchor,Tomate fraîche,200
21029,2019,ziguinchor,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",500
21029,2019,ziguinchor,Café,50
21029,2019,ziguinchor,Citrons,50
21029,2019,ziguinchor,"Cube alimentaire (Maggi, Jumbo, )",25
21029,2019,ziguinchor,Feuilles d'oseille (bissap),100
21029,2019,ziguinchor,Gombo frais,100
21029,2019,ziguinchor,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",250
21029,2019,ziguinchor,Lait en poudre,400
21029,2019,ziguinchor,Mayonnaise,2000
21029,2019,ziguinchor,Pain moderne,275
21029,2019,ziguinchor,Piment,25
21029,2019,ziguinchor,Sel,50
21029,2019,ziguinchor,Sucre (poudre ou morceaux),100
2103,2019,dakar,Ail,50
2103,2019,dakar,Arachides décortiquées ou pilées (noflaye),300
2103,2019,dakar,"Aubergine, Courge/Courgette",50
2103,2019,dakar,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),50
2103,2019,dakar,Autres condiments (poivre etc.),100
2103,2019,dakar,"Autres fruits (pommes, raisin, etc.)",1800
