i,t,m,j,Expenditure
221410,2019,SAINT-LOUIS,Lait en poudre,700
221410,2019,SAINT-LOUIS,Mangue,500
221410,2019,SAINT-LOUIS,Manioc,600
221410,2019,SAINT-LOUIS,Mayonnaise,2000
221410,2019,SAINT-LOUIS,Mil,175
221410,2019,SAINT-LOUIS,Niébé/Haricots secs,100
221410,2019,SAINT-LOUIS,Oignon frais,150
221410,2019,SAINT-LOUIS,Pain moderne,700
221410,2019,SAINT-LOUIS,Patate douce,600
221410,2019,SAINT-LOUIS,Petit pois secs,800
221410,2019,SAINT-LOUIS,Piment,100
221410,2019,SAINT-LOUIS,Poisson frais yaboy ou obo (sardinelle),150
221410,2019,SAINT-LOUIS,"Poisson séché (tambadiang, kong, etc.)",50
221410,2019,SAINT-LOUIS,Poivron frais,50
221410,2019,SAINT-LOUIS,Pomme de terre,250
221410,2019,SAINT-LOUIS,Pâte d'arachide,250
221410,2019,SAINT-LOUIS,Pâtes alimentaires,450
221410,2019,SAINT-LOUIS,Riz local brisé,7500
221410,2019,SAINT-LOUIS,Riz local entier,7500
221410,2019,SAINT-LOUIS,"Salade (laitue, batavia, etc.)",200
221410,2019,SAINT-LOUIS,Soumbala (netetou),25
221410,2019,SAINT-LOUIS,Sucre (poudre ou morceaux),5000
221410,2019,SAINT-LOUIS,Tomate fraîche,100
221410,2019,SAINT-LOUIS,Viande de b__uf,2700
221410,2019,SAINT-LOUIS,Vinaigre /moutarde,500
221411,2019,SAINT-LOUIS,Ail,25
221411,2019,SAINT-LOUIS,"Aubergine, Courge/Courgette",400
221411,2019,SAINT-LOUIS,Autres condiments (poivre etc.),100
221411,2019,SAINT-LOUIS,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",1000
221411,2019,SAINT-LOUIS,Banane douce,800
221411,2019,SAINT-LOUIS,Beurre,800
221411,2019,SAINT-LOUIS,Café,200
221411,2019,SAINT-LOUIS,Carotte,800
221411,2019,SAINT-LOUIS,Choux,800
221411,2019,SAINT-LOUIS,Citrons,100
221411,2019,SAINT-LOUIS,Concentré de tomate,200
221411,2019,SAINT-LOUIS,Concombre,300
221411,2019,SAINT-LOUIS,"Cube alimentaire (Maggi, Jumbo, )",50
221411,2019,SAINT-LOUIS,Dattes,500
221411,2019,SAINT-LOUIS,Gombo frais,700
221411,2019,SAINT-LOUIS,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",450
221411,2019,SAINT-LOUIS,"Lait caillé, yaourt",1500
221411,2019,SAINT-LOUIS,Lait concentré non-sucré,450
221411,2019,SAINT-LOUIS,Lait en poudre,1200
221411,2019,SAINT-LOUIS,Mangue,1000
221411,2019,SAINT-LOUIS,Manioc,800
221411,2019,SAINT-LOUIS,Oeufs,400
221411,2019,SAINT-LOUIS,Oignon frais,50
221411,2019,SAINT-LOUIS,Pain moderne,1850
221411,2019,SAINT-LOUIS,"Pastèque, Melon",1000
221411,2019,SAINT-LOUIS,Patate douce,800
221411,2019,SAINT-LOUIS,Piment,50
221411,2019,SAINT-LOUIS,Poisson frais yaboy ou obo (sardinelle),150
221411,2019,SAINT-LOUIS,Poivron frais,100
221411,2019,SAINT-LOUIS,Pomme de terre,600
221411,2019,SAINT-LOUIS,Pâte d'arachide,200
221411,2019,SAINT-LOUIS,Riz local brisé,7000
221411,2019,SAINT-LOUIS,Riz local entier,7000
221411,2019,SAINT-LOUIS,"Salade (laitue, batavia, etc.)",500
221411,2019,SAINT-LOUIS,Sel,100
221411,2019,SAINT-LOUIS,Sucre (poudre ou morceaux),450
221411,2019,SAINT-LOUIS,Thé,200
221411,2019,SAINT-LOUIS,Tomate fraîche,50
221411,2019,SAINT-LOUIS,Viande de mouton,45000
221411,2019,SAINT-LOUIS,Viande de poulet,6000
221411,2019,SAINT-LOUIS,Vinaigre /moutarde,500
221412,2019,SAINT-LOUIS,Ail,50
221412,2019,SAINT-LOUIS,"Aubergine, Courge/Courgette",50
221412,2019,SAINT-LOUIS,Autres condiments (poivre etc.),50
221412,2019,SAINT-LOUIS,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",500
221412,2019,SAINT-LOUIS,Banane douce,800
221412,2019,SAINT-LOUIS,Beurre,800
221412,2019,SAINT-LOUIS,"Boissons gazeuses (coca, etc.)",600
221412,2019,SAINT-LOUIS,Café,800
221412,2019,SAINT-LOUIS,Carotte,100
221412,2019,SAINT-LOUIS,Choux,75
221412,2019,SAINT-LOUIS,Concentré de tomate,200
221412,2019,SAINT-LOUIS,"Cube alimentaire (Maggi, Jumbo, )",50
221412,2019,SAINT-LOUIS,Feuilles d'oseille (bissap),50
221412,2019,SAINT-LOUIS,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",5000
221412,2019,SAINT-LOUIS,"Lait caillé, yaourt",800
221412,2019,SAINT-LOUIS,Lait concentré non-sucré,350
221412,2019,SAINT-LOUIS,Lait en poudre,1200
221412,2019,SAINT-LOUIS,Mangue,500
221412,2019,SAINT-LOUIS,Manioc,50
221412,2019,SAINT-LOUIS,Oeufs,600
221412,2019,SAINT-LOUIS,Oignon frais,100
221412,2019,SAINT-LOUIS,Pain moderne,260
221412,2019,SAINT-LOUIS,Patate douce,150
221412,2019,SAINT-LOUIS,Petit pois secs,400
221412,2019,SAINT-LOUIS,Piment,25
221412,2019,SAINT-LOUIS,"Poisson séché (tambadiang, kong, etc.)",50
221412,2019,SAINT-LOUIS,Poivron frais,50
221412,2019,SAINT-LOUIS,Pomme de terre,200
221412,2019,SAINT-LOUIS,Riz local brisé,7500
221412,2019,SAINT-LOUIS,"Salade (laitue, batavia, etc.)",200
221412,2019,SAINT-LOUIS,Sel,25
221412,2019,SAINT-LOUIS,Sucre (poudre ou morceaux),300
221412,2019,SAINT-LOUIS,Thé,100
221412,2019,SAINT-LOUIS,Tomate fraîche,50
221412,2019,SAINT-LOUIS,Viande de mouton,2250
221412,2019,SAINT-LOUIS,Vinaigre /moutarde,500
22142,2019,SAINT-LOUIS,"Aubergine, Courge/Courgette",50
22142,2019,SAINT-LOUIS,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",700
22142,2019,SAINT-LOUIS,Beurre,550
22142,2019,SAINT-LOUIS,Café,2000
22142,2019,SAINT-LOUIS,Carotte,75
22142,2019,SAINT-LOUIS,Choux,75
22142,2019,SAINT-LOUIS,"Crabes, crevettes et autres fruits de mer",1000
22142,2019,SAINT-LOUIS,Dattes,500
22142,2019,SAINT-LOUIS,Feuilles d'oseille (bissap),50
22142,2019,SAINT-LOUIS,"Lait caillé, yaourt",500
22142,2019,SAINT-LOUIS,Lait concentré non-sucré,200
22142,2019,SAINT-LOUIS,Lait en poudre,300
22142,2019,SAINT-LOUIS,Mangue,200
22142,2019,SAINT-LOUIS,Manioc,75
22142,2019,SAINT-LOUIS,Mayonnaise,1000
22142,2019,SAINT-LOUIS,Pain moderne,525
22142,2019,SAINT-LOUIS,Patate douce,50
22142,2019,SAINT-LOUIS,Piment,50
22142,2019,SAINT-LOUIS,Poisson frais yaboy ou obo (sardinelle),1400
22142,2019,SAINT-LOUIS,"Poisson séché (tambadiang, kong, etc.)",1200
22142,2019,SAINT-LOUIS,Poivron frais,50
22142,2019,SAINT-LOUIS,Pomme de terre,200
22142,2019,SAINT-LOUIS,Pâtes alimentaires,400
22142,2019,SAINT-LOUIS,Riz local brisé,450
22142,2019,SAINT-LOUIS,"Salade (laitue, batavia, etc.)",200
22142,2019,SAINT-LOUIS,Sucre (poudre ou morceaux),2500
22142,2019,SAINT-LOUIS,Viande de b__uf,1400
22143,2019,SAINT-LOUIS,Ail,50
22143,2019,SAINT-LOUIS,"Aubergine, Courge/Courgette",150
22143,2019,SAINT-LOUIS,Autres condiments (poivre etc.),100
22143,2019,SAINT-LOUIS,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",5500
22143,2019,SAINT-LOUIS,"Boissons gazeuses (coca, etc.)",600
22143,2019,SAINT-LOUIS,Café,150
22143,2019,SAINT-LOUIS,Carotte,100
22143,2019,SAINT-LOUIS,Choux,175
22143,2019,SAINT-LOUIS,Citrons,100
22143,2019,SAINT-LOUIS,Concentré de tomate,600
22143,2019,SAINT-LOUIS,Concombre,150
22143,2019,SAINT-LOUIS,"Crabes, crevettes et autres fruits de mer",1000
22143,2019,SAINT-LOUIS,"Cube alimentaire (Maggi, Jumbo, )",100
22143,2019,SAINT-LOUIS,Feuilles d'oseille (bissap),50
22143,2019,SAINT-LOUIS,Gingembre,50
22143,2019,SAINT-LOUIS,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",400
22143,2019,SAINT-LOUIS,"Lait caillé, yaourt",600
22143,2019,SAINT-LOUIS,Lait concentré non-sucré,350
22143,2019,SAINT-LOUIS,Manioc,100
22143,2019,SAINT-LOUIS,Mayonnaise,250
22143,2019,SAINT-LOUIS,Mil,300
22143,2019,SAINT-LOUIS,Oeufs,300
22143,2019,SAINT-LOUIS,Oignon frais,6500
22143,2019,SAINT-LOUIS,Pain moderne,1225
22143,2019,SAINT-LOUIS,Patate douce,200
22143,2019,SAINT-LOUIS,Piment,100
22143,2019,SAINT-LOUIS,Poisson frais yaboy ou obo (sardinelle),150
22143,2019,SAINT-LOUIS,"Poisson séché (tambadiang, kong, etc.)",50
22143,2019,SAINT-LOUIS,Poivron frais,50
22143,2019,SAINT-LOUIS,Pomme de terre,200
22143,2019,SAINT-LOUIS,Pâtes alimentaires,400
22143,2019,SAINT-LOUIS,Riz local brisé,13500
22143,2019,SAINT-LOUIS,Riz local entier,7500
22143,2019,SAINT-LOUIS,"Salade (laitue, batavia, etc.)",300
22143,2019,SAINT-LOUIS,Sucre (poudre ou morceaux),300
22143,2019,SAINT-LOUIS,Thé,150
22143,2019,SAINT-LOUIS,Tomate fraîche,100
22143,2019,SAINT-LOUIS,Viande de poulet,3500
22143,2019,SAINT-LOUIS,Vinaigre /moutarde,500
22144,2019,SAINT-LOUIS,Ail,500
22144,2019,SAINT-LOUIS,"Aubergine, Courge/Courgette",100
22144,2019,SAINT-LOUIS,Autres condiments (poivre etc.),250
22144,2019,SAINT-LOUIS,Autres céréales,1000
22144,2019,SAINT-LOUIS,"Autres fruits (pommes, raisin, etc.)",1200
22144,2019,SAINT-LOUIS,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",600
22144,2019,SAINT-LOUIS,Banane douce,800
22144,2019,SAINT-LOUIS,Café,600
22144,2019,SAINT-LOUIS,Carotte,400
22144,2019,SAINT-LOUIS,Choux,400
22144,2019,SAINT-LOUIS,Concentré de tomate,1000
22144,2019,SAINT-LOUIS,"Crabes, crevettes et autres fruits de mer",1000
22144,2019,SAINT-LOUIS,"Cube alimentaire (Maggi, Jumbo, )",25
22144,2019,SAINT-LOUIS,Dattes,1000
22144,2019,SAINT-LOUIS,Feuilles d'oseille (bissap),50
22144,2019,SAINT-LOUIS,Gingembre,200
22144,2019,SAINT-LOUIS,Haricot vert,500
22144,2019,SAINT-LOUIS,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",900
22144,2019,SAINT-LOUIS,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",1000
22144,2019,SAINT-LOUIS,Lait concentré non-sucré,250
22144,2019,SAINT-LOUIS,Lait en poudre,300
22144,2019,SAINT-LOUIS,Mangue,300
22144,2019,SAINT-LOUIS,Manioc,250
22144,2019,SAINT-LOUIS,Oeufs,500
22144,2019,SAINT-LOUIS,Oignon frais,150
22144,2019,SAINT-LOUIS,Pain moderne,525
22144,2019,SAINT-LOUIS,Patate douce,100
22144,2019,SAINT-LOUIS,Petit pois secs,800
22144,2019,SAINT-LOUIS,Piment,100
22144,2019,SAINT-LOUIS,Poisson frais yaboy ou obo (sardinelle),100
22144,2019,SAINT-LOUIS,"Poisson séché (tambadiang, kong, etc.)",50
22144,2019,SAINT-LOUIS,Poivron frais,1000
22144,2019,SAINT-LOUIS,Pomme de terre,400
22144,2019,SAINT-LOUIS,Poulet sur pied,9000
22144,2019,SAINT-LOUIS,Riz local brisé,7500
22144,2019,SAINT-LOUIS,"Salade (laitue, batavia, etc.)",1000
22144,2019,SAINT-LOUIS,Sucre (poudre ou morceaux),300
22144,2019,SAINT-LOUIS,Thé,100
22144,2019,SAINT-LOUIS,Tomate fraîche,100
22144,2019,SAINT-LOUIS,Viande de b__uf,5200
22144,2019,SAINT-LOUIS,Vinaigre /moutarde,125
22145,2019,SAINT-LOUIS,Ail,500
22145,2019,SAINT-LOUIS,"Aubergine, Courge/Courgette",300
22145,2019,SAINT-LOUIS,Autres condiments (poivre etc.),600
22145,2019,SAINT-LOUIS,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",800
22145,2019,SAINT-LOUIS,Beurre,800
22145,2019,SAINT-LOUIS,Biscuits,100
22145,2019,SAINT-LOUIS,Café,1300
22145,2019,SAINT-LOUIS,Carotte,600
22145,2019,SAINT-LOUIS,Choux,400
22145,2019,SAINT-LOUIS,Citrons,100
22145,2019,SAINT-LOUIS,Concentré de tomate,150
22145,2019,SAINT-LOUIS,Concombre,200
22145,2019,SAINT-LOUIS,"Crabes, crevettes et autres fruits de mer",3000
22145,2019,SAINT-LOUIS,"Cube alimentaire (Maggi, Jumbo, )",50
22145,2019,SAINT-LOUIS,Dattes,1000
22145,2019,SAINT-LOUIS,Feuilles d'oseille (bissap),50
22145,2019,SAINT-LOUIS,Gombo frais,100
22145,2019,SAINT-LOUIS,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",15000
22145,2019,SAINT-LOUIS,Lait en poudre,300
22145,2019,SAINT-LOUIS,Mangue,1500
22145,2019,SAINT-LOUIS,Manioc,400
22145,2019,SAINT-LOUIS,Mayonnaise,1200
22145,2019,SAINT-LOUIS,Oeufs,600
22145,2019,SAINT-LOUIS,Oignon frais,300
22145,2019,SAINT-LOUIS,Pain moderne,1225
22145,2019,SAINT-LOUIS,"Pastèque, Melon",1000
22145,2019,SAINT-LOUIS,Patate douce,400
22145,2019,SAINT-LOUIS,Piment,25
22145,2019,SAINT-LOUIS,Poivron frais,100
22145,2019,SAINT-LOUIS,Pomme de terre,200
22145,2019,SAINT-LOUIS,Pâtes alimentaires,800
22145,2019,SAINT-LOUIS,Riz local brisé,7000
22145,2019,SAINT-LOUIS,"Salade (laitue, batavia, etc.)",200
22145,2019,SAINT-LOUIS,Sucre (poudre ou morceaux),2500
22145,2019,SAINT-LOUIS,Thé,150
22145,2019,SAINT-LOUIS,Viande de mouton,75000
22145,2019,SAINT-LOUIS,Viande de poulet,6000
22145,2019,SAINT-LOUIS,Vinaigre /moutarde,500
22146,2019,SAINT-LOUIS,Ail,50
22146,2019,SAINT-LOUIS,Autres condiments (poivre etc.),100
22146,2019,SAINT-LOUIS,Banane douce,800
22146,2019,SAINT-LOUIS,"Beignets, galettes",100
22146,2019,SAINT-LOUIS,Beurre,800
22146,2019,SAINT-LOUIS,"Boissons gazeuses (coca, etc.)",600
22146,2019,SAINT-LOUIS,Café,4000
22146,2019,SAINT-LOUIS,Citrons,50
22146,2019,SAINT-LOUIS,"Cube alimentaire (Maggi, Jumbo, )",50
22146,2019,SAINT-LOUIS,Feuilles d'oseille (bissap),50
22146,2019,SAINT-LOUIS,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",450
22146,2019,SAINT-LOUIS,Lait en poudre,3000
22146,2019,SAINT-LOUIS,Mangue,500
22146,2019,SAINT-LOUIS,Oeufs,600
22146,2019,SAINT-LOUIS,Oignon frais,175
22146,2019,SAINT-LOUIS,Pain moderne,525
22146,2019,SAINT-LOUIS,"Pastèque, Melon",1200
22146,2019,SAINT-LOUIS,Patate douce,50
22146,2019,SAINT-LOUIS,Petit pois secs,400
22146,2019,SAINT-LOUIS,Piment,50
22146,2019,SAINT-LOUIS,"Poisson séché (tambadiang, kong, etc.)",100
22146,2019,SAINT-LOUIS,Poivron frais,100
22146,2019,SAINT-LOUIS,Pomme de terre,200
22146,2019,SAINT-LOUIS,Poulet sur pied,3000
22146,2019,SAINT-LOUIS,Riz local brisé,7500
22146,2019,SAINT-LOUIS,"Salade (laitue, batavia, etc.)",500
22146,2019,SAINT-LOUIS,Sucre (poudre ou morceaux),150
22146,2019,SAINT-LOUIS,Thé,100
22146,2019,SAINT-LOUIS,Tomate fraîche,50
22146,2019,SAINT-LOUIS,Vinaigre /moutarde,50
22147,2019,SAINT-LOUIS,Ail,400
22147,2019,SAINT-LOUIS,"Aubergine, Courge/Courgette",500
22147,2019,SAINT-LOUIS,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),500
22147,2019,SAINT-LOUIS,Autres condiments (poivre etc.),100
22147,2019,SAINT-LOUIS,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",2000
22147,2019,SAINT-LOUIS,Beurre,600
22147,2019,SAINT-LOUIS,Café,2000
22147,2019,SAINT-LOUIS,Carotte,400
22147,2019,SAINT-LOUIS,Choux,500
22147,2019,SAINT-LOUIS,Concentré de tomate,100
22147,2019,SAINT-LOUIS,Concombre,100
22147,2019,SAINT-LOUIS,"Cube alimentaire (Maggi, Jumbo, )",25
22147,2019,SAINT-LOUIS,Farine de blé local ou importé,100
22147,2019,SAINT-LOUIS,Feuilles d'oseille (bissap),50
22147,2019,SAINT-LOUIS,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",4500
22147,2019,SAINT-LOUIS,"Lait caillé, yaourt",500
22147,2019,SAINT-LOUIS,Lait concentré non-sucré,500
22147,2019,SAINT-LOUIS,Lait en poudre,2400
22147,2019,SAINT-LOUIS,Manioc,200
22147,2019,SAINT-LOUIS,Mayonnaise,1000
22147,2019,SAINT-LOUIS,Pain moderne,450
22147,2019,SAINT-LOUIS,Patate douce,250
22147,2019,SAINT-LOUIS,Piment,200
22147,2019,SAINT-LOUIS,Poisson frais yaboy ou obo (sardinelle),1000
22147,2019,SAINT-LOUIS,"Poisson séché (tambadiang, kong, etc.)",1200
22147,2019,SAINT-LOUIS,Poivron frais,1000
22147,2019,SAINT-LOUIS,Pomme de terre,600
22147,2019,SAINT-LOUIS,Riz local brisé,7500
22147,2019,SAINT-LOUIS,Riz local entier,7500
22147,2019,SAINT-LOUIS,"Salade (laitue, batavia, etc.)",200
22147,2019,SAINT-LOUIS,Sel,100
22147,2019,SAINT-LOUIS,Soumbala (netetou),25
22147,2019,SAINT-LOUIS,Sucre (poudre ou morceaux),2500
22147,2019,SAINT-LOUIS,Thé,1000
22147,2019,SAINT-LOUIS,Tomate fraîche,100
22147,2019,SAINT-LOUIS,Vinaigre /moutarde,500
22148,2019,SAINT-LOUIS,Ail,25
22148,2019,SAINT-LOUIS,"Aubergine, Courge/Courgette",50
22148,2019,SAINT-LOUIS,Autres condiments (poivre etc.),25
22148,2019,SAINT-LOUIS,"Boissons gazeuses (coca, etc.)",600
22148,2019,SAINT-LOUIS,Café,100
22148,2019,SAINT-LOUIS,Carotte,50
22148,2019,SAINT-LOUIS,Choux,50
22148,2019,SAINT-LOUIS,Concentré de tomate,100
22148,2019,SAINT-LOUIS,Concombre,100
22148,2019,SAINT-LOUIS,Feuilles d'oseille (bissap),50
22148,2019,SAINT-LOUIS,Huile de palme raffinée,900
22148,2019,SAINT-LOUIS,Mangue,500
22148,2019,SAINT-LOUIS,Manioc,50
22148,2019,SAINT-LOUIS,Oignon frais,75
22148,2019,SAINT-LOUIS,Pain moderne,525
22148,2019,SAINT-LOUIS,Piment,25
22148,2019,SAINT-LOUIS,Poisson frais yaboy ou obo (sardinelle),300
22148,2019,SAINT-LOUIS,"Poisson séché (tambadiang, kong, etc.)",50
22148,2019,SAINT-LOUIS,Poivron frais,100
22148,2019,SAINT-LOUIS,Pomme de terre,200
22148,2019,SAINT-LOUIS,Riz local entier,7500
22148,2019,SAINT-LOUIS,"Salade (laitue, batavia, etc.)",100
22148,2019,SAINT-LOUIS,Sucre (poudre ou morceaux),150
22148,2019,SAINT-LOUIS,Thé,100
22148,2019,SAINT-LOUIS,Tomate fraîche,50
22148,2019,SAINT-LOUIS,Viande de poulet,7000
22148,2019,SAINT-LOUIS,Vinaigre /moutarde,125
22149,2019,SAINT-LOUIS,Ail,100
22149,2019,SAINT-LOUIS,"Aubergine, Courge/Courgette",100
22149,2019,SAINT-LOUIS,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",750
22149,2019,SAINT-LOUIS,Banane douce,100
22149,2019,SAINT-LOUIS,Beurre,800
22149,2019,SAINT-LOUIS,"Boissons gazeuses (coca, etc.)",600
22149,2019,SAINT-LOUIS,Café,3500
22149,2019,SAINT-LOUIS,Carotte,400
22149,2019,SAINT-LOUIS,Choux,300
22149,2019,SAINT-LOUIS,Concentré de tomate,300
22149,2019,SAINT-LOUIS,"Cube alimentaire (Maggi, Jumbo, )",50
22149,2019,SAINT-LOUIS,Feuilles d'oseille (bissap),50
22149,2019,SAINT-LOUIS,Haricot vert,150
22149,2019,SAINT-LOUIS,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",225
22149,2019,SAINT-LOUIS,Lait concentré non-sucré,350
22149,2019,SAINT-LOUIS,Lait en poudre,1500
22149,2019,SAINT-LOUIS,Manioc,300
22149,2019,SAINT-LOUIS,Mil,300
22149,2019,SAINT-LOUIS,Oignon frais,200
22149,2019,SAINT-LOUIS,Pain moderne,700
22149,2019,SAINT-LOUIS,Patate douce,400
22149,2019,SAINT-LOUIS,Petit pois secs,800
22149,2019,SAINT-LOUIS,Piment,75
22149,2019,SAINT-LOUIS,Poivron frais,100
22149,2019,SAINT-LOUIS,Pâtes alimentaires,800
22149,2019,SAINT-LOUIS,Riz local brisé,350
22149,2019,SAINT-LOUIS,"Salade (laitue, batavia, etc.)",200
22149,2019,SAINT-LOUIS,Sucre (poudre ou morceaux),300
22149,2019,SAINT-LOUIS,Thé,100
22149,2019,SAINT-LOUIS,Tomate fraîche,100
22149,2019,SAINT-LOUIS,Viande de b__uf,2500
22149,2019,SAINT-LOUIS,Viande de poulet,9000
22161,2019,tambacounda,Ail,1500
22161,2019,tambacounda,"Aubergine, Courge/Courgette",1500
22161,2019,tambacounda,Banane douce,600
22161,2019,tambacounda,Beurre,6000
22161,2019,tambacounda,Carotte,5000
22161,2019,tambacounda,Choux,3000
22161,2019,tambacounda,"Cube alimentaire (Maggi, Jumbo, )",125
22161,2019,tambacounda,Feuilles d'oseille (bissap),100
22161,2019,tambacounda,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",12500
22161,2019,tambacounda,Mangue,500
22161,2019,tambacounda,Niébé/Haricots secs,200
22161,2019,tambacounda,Oignon frais,12500
22161,2019,tambacounda,Pain moderne,1100
22161,2019,tambacounda,Piment,100
22161,2019,tambacounda,Poisson frais thiof/seudd (baracouda),1500
22161,2019,tambacounda,Poisson frais yaboy ou obo (sardinelle),500
22161,2019,tambacounda,Poivron frais,3000
22161,2019,tambacounda,Pâtes alimentaires,1500
22161,2019,tambacounda,Sel,100
22161,2019,tambacounda,Viande de poulet,6000
22161,2019,tambacounda,Vinaigre /moutarde,200
221610,2019,tambacounda,Banane douce,1000
221611,2019,tambacounda,Ail,250
221611,2019,tambacounda,Banane douce,350
221611,2019,tambacounda,"Cube alimentaire (Maggi, Jumbo, )",75
221611,2019,tambacounda,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",4000
221611,2019,tambacounda,Lait en poudre,1200
221611,2019,tambacounda,Oignon frais,500
221611,2019,tambacounda,Piment,100
221611,2019,tambacounda,Riz importé brisé,900
221611,2019,tambacounda,Sel,100
221611,2019,tambacounda,Sucre (poudre ou morceaux),2000
221611,2019,tambacounda,Viande de b__uf,3000
221612,2019,tambacounda,Ail,100
221612,2019,tambacounda,Arachides décortiquées ou pilées (noflaye),1500
221612,2019,tambacounda,"Aubergine, Courge/Courgette",100
221612,2019,tambacounda,Autres condiments (poivre etc.),50
221612,2019,tambacounda,Café,12500
221612,2019,tambacounda,Carotte,300
221612,2019,tambacounda,Choux,300
221612,2019,tambacounda,Feuilles de baobab (lalo),1000
221612,2019,tambacounda,Huile de palme rouge,750
221612,2019,tambacounda,Mangue,500
221612,2019,tambacounda,Niébé/Haricots secs,500
221612,2019,tambacounda,Pain moderne,1800
221612,2019,tambacounda,Piment,100
221612,2019,tambacounda,Poisson frais yaboy ou obo (sardinelle),1250
221612,2019,tambacounda,Pomme de terre,600
221612,2019,tambacounda,Pâtes alimentaires,3500
221612,2019,tambacounda,Sel,1000
221612,2019,tambacounda,Soumbala (netetou),250
221612,2019,tambacounda,Tomate fraîche,50
221612,2019,tambacounda,Viande de b__uf,5000
221612,2019,tambacounda,Vinaigre /moutarde,2500
22162,2019,tambacounda,Ail,50
22162,2019,tambacounda,Carotte,75
22162,2019,tambacounda,Choux,200
22162,2019,tambacounda,Concentré de tomate,300
22162,2019,tambacounda,"Cube alimentaire (Maggi, Jumbo, )",75
22162,2019,tambacounda,Dattes,250
22162,2019,tambacounda,Feuilles d'oseille (bissap),150
22162,2019,tambacounda,Feuilles de haricot/niébé,150
22162,2019,tambacounda,Huile de palme rouge,300
22162,2019,tambacounda,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",500
22162,2019,tambacounda,Mangue,300
22162,2019,tambacounda,Maïs en grain,10000
22162,2019,tambacounda,Oignon frais,1000
22162,2019,tambacounda,Patate douce,200
22162,2019,tambacounda,Piment,50
22162,2019,tambacounda,Poisson frais yaboy ou obo (sardinelle),500
22162,2019,tambacounda,"Poisson séché (tambadiang, kong, etc.)",50
22162,2019,tambacounda,Pomme de terre,250
22162,2019,tambacounda,Pâte d'arachide,4500
22162,2019,tambacounda,Sel,1250
22162,2019,tambacounda,Sucre (poudre ou morceaux),3000
22162,2019,tambacounda,Thé,1000
22162,2019,tambacounda,Viande de b__uf,2000
22162,2019,tambacounda,Vinaigre /moutarde,50
22163,2019,tambacounda,Ail,100
22163,2019,tambacounda,"Aubergine, Courge/Courgette",200
22163,2019,tambacounda,Autres condiments (poivre etc.),50
22163,2019,tambacounda,Carotte,200
22163,2019,tambacounda,"Chocolat à croquer, pâte à tartiner",5000
22163,2019,tambacounda,Choux,400
22163,2019,tambacounda,Concentré de tomate,500
22163,2019,tambacounda,"Cube alimentaire (Maggi, Jumbo, )",300
22163,2019,tambacounda,Feuilles de baobab (lalo),1000
22163,2019,tambacounda,Gombo frais,100
22163,2019,tambacounda,Mangue,1000
22163,2019,tambacounda,Noix de cola,100
22163,2019,tambacounda,Pain moderne,1900
22163,2019,tambacounda,Patate douce,200
22163,2019,tambacounda,Piment,200
22163,2019,tambacounda,Poisson frais yaboy ou obo (sardinelle),1000
22163,2019,tambacounda,Pâte d'arachide,1000
22163,2019,tambacounda,Sel,1000
22163,2019,tambacounda,Sucre (poudre ou morceaux),19000
22163,2019,tambacounda,Thé,200
22163,2019,tambacounda,Tomate fraîche,50
22163,2019,tambacounda,Viande de b__uf,10000
22163,2019,tambacounda,Vinaigre /moutarde,500
22164,2019,tambacounda,Banane douce,200
22164,2019,tambacounda,"Boissons gazeuses (coca, etc.)",600
22164,2019,tambacounda,Dattes,100
22164,2019,tambacounda,"Lait caillé, yaourt",200
22164,2019,tambacounda,Mangue,300
22164,2019,tambacounda,Sucre (poudre ou morceaux),100
22164,2019,tambacounda,Thé,100
22165,2019,tambacounda,Ail,75
22165,2019,tambacounda,Arachides décortiquées ou pilées (noflaye),400
22165,2019,tambacounda,"Aubergine, Courge/Courgette",100
22165,2019,tambacounda,Autres condiments (poivre etc.),50
22165,2019,tambacounda,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",1200
22165,2019,tambacounda,Café,500
22165,2019,tambacounda,Carotte,100
22165,2019,tambacounda,Choux,250
22165,2019,tambacounda,Concentré de tomate,300
