t,m,j,u,Price
2019,SAINT-LOUIS,"Abats et tripes (foie, rognon, etc.)",Kg,3000
2019,SAINT-LOUIS,"Abats et tripes (foie, rognon, etc.)",Lakhass,
2019,SAINT-LOUIS,"Abats et tripes (foie, rognon, etc.)",Tas,
2019,SAINT-LOUIS,Ail,Kg,1000
2019,SAINT-LOUIS,Ail,Sachet,25
2019,SAINT-LOUIS,Ail,Tas,62.5
2019,SAINT-LOUIS,Ail,Tranche,25
2019,SAINT-LOUIS,Ail,Unit,50
2019,SAINT-LOUIS,Ananas,Boite De Tomate/Pot,700
2019,SAINT-LOUIS,Ananas,Unit,
2019,SAINT-LOUIS,Arachide grillée,Cornet,
2019,SAINT-LOUIS,Arachide grillée,Kg,
2019,SAINT-LOUIS,Arachide grillée,Sachet,
2019,SAINT-LOUIS,Arachides décortiquées ou pilées (noflaye),Boite De Tomate/Pot,250
2019,SAINT-LOUIS,Arachides décortiquées ou pilées (noflaye),Boîte,
2019,SAINT-LOUIS,Arachides décortiquées ou pilées (noflaye),Cup/Goblet,
2019,SAINT-LOUIS,Arachides décortiquées ou pilées (noflaye),Kg,600
2019,SAINT-LOUIS,Arachides décortiquées ou pilées (noflaye),Sachet,100
2019,SAINT-LOUIS,Arachides décortiquées ou pilées (noflaye),Teacup,
2019,SAINT-LOUIS,Arachides fraîches en coques,Boite De Tomate/Pot,
2019,SAINT-LOUIS,Arachides fraîches en coques,Kg,
2019,SAINT-LOUIS,Arachides fraîches en coques,Teacup,
2019,SAINT-LOUIS,Arachides séchées en coques,Boite De Tomate/Pot,
2019,SAINT-LOUIS,Arachides séchées en coques,Kg,
2019,SAINT-LOUIS,Arachides séchées en coques,Sachet,150
2019,SAINT-LOUIS,"Arôme (Maggi, Jumbo, etc.)",Bouteilles,550
2019,SAINT-LOUIS,"Arôme (Maggi, Jumbo, etc.)",Sachet,50
2019,SAINT-LOUIS,"Aubergine, Courge/Courgette",Kg,300
2019,SAINT-LOUIS,"Aubergine, Courge/Courgette",Morceau,50
2019,SAINT-LOUIS,"Aubergine, Courge/Courgette",Tas,250
2019,SAINT-LOUIS,"Aubergine, Courge/Courgette",Tranche,37.5
2019,SAINT-LOUIS,"Aubergine, Courge/Courgette",Unit,50
2019,SAINT-LOUIS,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Boite De Tomate/Pot,450
2019,SAINT-LOUIS,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Kg,400
2019,SAINT-LOUIS,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Morceau,62.5
2019,SAINT-LOUIS,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Sachet,
2019,SAINT-LOUIS,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Tas,50
2019,SAINT-LOUIS,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Unit,50
2019,SAINT-LOUIS,Autres agrumes,Kg,900
2019,SAINT-LOUIS,Autres agrumes,Unit,100
2019,SAINT-LOUIS,Autres condiments (poivre etc.),Cornet,
2019,SAINT-LOUIS,Autres condiments (poivre etc.),Kg,3000
2019,SAINT-LOUIS,Autres condiments (poivre etc.),Sachet,25
2019,SAINT-LOUIS,Autres condiments (poivre etc.),Teacup,
2019,SAINT-LOUIS,Autres céréales,Kg,5916.666667
2019,SAINT-LOUIS,Autres céréales,Sachet,250
2019,SAINT-LOUIS,Autres farines de céréales,Kg,
2019,SAINT-LOUIS,Autres farines de céréales,Paquet,
2019,SAINT-LOUIS,Autres farines de céréales,Sachet,250
2019,SAINT-LOUIS,"Autres fruits (pommes, raisin, etc.)",Kg,1100
2019,SAINT-LOUIS,"Autres fruits (pommes, raisin, etc.)",Unit,200
2019,SAINT-LOUIS,"Autres huiles n.d.a. (maïs, huile palmiste, etc.)",Boite De Tomate/Pot,
2019,SAINT-LOUIS,"Autres huiles n.d.a. (maïs, huile palmiste, etc.)",Bouteille de 25cl,
2019,SAINT-LOUIS,"Autres huiles n.d.a. (maïs, huile palmiste, etc.)",Litre,
2019,SAINT-LOUIS,"Autres huiles n.d.a. (maïs, huile palmiste, etc.)",Quart De Litre,
2019,SAINT-LOUIS,Autres légumes secs n.d.a,Morceau,
2019,SAINT-LOUIS,Autres légumes secs n.d.a,Sachet,100
2019,SAINT-LOUIS,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Kg,708.3333333
2019,SAINT-LOUIS,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Morceau,1000
2019,SAINT-LOUIS,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Tas,725
2019,SAINT-LOUIS,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Unit,333.3333333
2019,SAINT-LOUIS,"Autres poissons fumés (kong fumé, yaboy ou obo fumé)",Kg,1900
2019,SAINT-LOUIS,"Autres poissons fumés (kong fumé, yaboy ou obo fumé)",Tas,250
2019,SAINT-LOUIS,"Autres poissons fumés (kong fumé, yaboy ou obo fumé)",Unit,200
2019,SAINT-LOUIS,Autres produits alimentaires,Boule (Dankk),
2019,SAINT-LOUIS,Autres produits alimentaires,Kg,25
2019,SAINT-LOUIS,Autres produits alimentaires,Sachet,
2019,SAINT-LOUIS,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Bouteille de 1L,
2019,SAINT-LOUIS,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Bouteilles,
2019,SAINT-LOUIS,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Paquet,100
2019,SAINT-LOUIS,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Pot,
2019,SAINT-LOUIS,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Sachet,100
2019,SAINT-LOUIS,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Teacup,100
2019,SAINT-LOUIS,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Verre,
2019,SAINT-LOUIS,Autres tubercules n.d.a,Kg,
2019,SAINT-LOUIS,Autres tubercules n.d.a,Morceau,
2019,SAINT-LOUIS,Autres tubercules n.d.a,Unit,
2019,SAINT-LOUIS,Banane douce,Kg,800
2019,SAINT-LOUIS,Banane douce,Régime,
2019,SAINT-LOUIS,Banane douce,Tas,600
2019,SAINT-LOUIS,Banane douce,Unit,100
2019,SAINT-LOUIS,"Beignets, galettes",Sachet,100
2019,SAINT-LOUIS,"Beignets, galettes",Unit,25
2019,SAINT-LOUIS,Beurre,Demi Tablette,500
2019,SAINT-LOUIS,Beurre,Morceau,50
2019,SAINT-LOUIS,Beurre,Pot,800
2019,SAINT-LOUIS,Beurre,Sachet,50
2019,SAINT-LOUIS,Beurre,Seau,1000
2019,SAINT-LOUIS,Beurre,Tablespoon,725
2019,SAINT-LOUIS,Beurre,Tablette,600
2019,SAINT-LOUIS,Beurre,Teaspoon,625
2019,SAINT-LOUIS,Biscuits,Paquet,100
2019,SAINT-LOUIS,Biscuits,Sachet,50
2019,SAINT-LOUIS,"Bières et vins traditionnels (soum soum, sung, vin de palme, vin de raphia, etc.)",Bouteilles,
2019,SAINT-LOUIS,Bières industrielles,Canette,
2019,SAINT-LOUIS,Blé,Kg,300
2019,SAINT-LOUIS,"Boissons gazeuses (coca, etc.)","Bouteille de 1,5 L",700
2019,SAINT-LOUIS,"Boissons gazeuses (coca, etc.)",Bouteille de 1L,600
2019,SAINT-LOUIS,"Boissons gazeuses (coca, etc.)",Bouteille de 25cl,250
2019,SAINT-LOUIS,"Boissons gazeuses (coca, etc.)",Bouteille de 50 cl,275
2019,SAINT-LOUIS,"Boissons gazeuses (coca, etc.)",Canette,
2019,SAINT-LOUIS,Café,Boîte,675
2019,SAINT-LOUIS,Café,Kg,2000
2019,SAINT-LOUIS,Café,Sachet,100
2019,SAINT-LOUIS,Café,Teacup,500
2019,SAINT-LOUIS,Café,Teaspoon,2000
2019,SAINT-LOUIS,"Caramel, bonbons, confiseries, etc",Sachet,
2019,SAINT-LOUIS,"Caramel, bonbons, confiseries, etc",Unit,50
2019,SAINT-LOUIS,Carotte,Kg,400
2019,SAINT-LOUIS,Carotte,Morceau,100
2019,SAINT-LOUIS,Carotte,Tas,100
2019,SAINT-LOUIS,Carotte,Tranche,
2019,SAINT-LOUIS,Carotte,Unit,100
2019,SAINT-LOUIS,"Charcuterie (jambon, saucisson), conserves de viandes",Boîte,900
2019,SAINT-LOUIS,"Charcuterie (jambon, saucisson), conserves de viandes",Sachet,500
2019,SAINT-LOUIS,Chocolat en poudre,Pot,500
2019,SAINT-LOUIS,Chocolat en poudre,Sachet,50
2019,SAINT-LOUIS,Chocolat en poudre,Tablespoon,700
2019,SAINT-LOUIS,Chocolat en poudre,Teaspoon,575
2019,SAINT-LOUIS,"Chocolat à croquer, pâte à tartiner",Pot,1100
2019,SAINT-LOUIS,"Chocolat à croquer, pâte à tartiner",Sachet,25
2019,SAINT-LOUIS,"Chocolat à croquer, pâte à tartiner",Seau,
2019,SAINT-LOUIS,"Chocolat à croquer, pâte à tartiner",Tablespoon,50
2019,SAINT-LOUIS,Choux,Kg,500
2019,SAINT-LOUIS,Choux,Morceau,100
2019,SAINT-LOUIS,Choux,Tas,750
2019,SAINT-LOUIS,Choux,Unit,150
2019,SAINT-LOUIS,Citrons,Bol,
2019,SAINT-LOUIS,Citrons,Kg,800
2019,SAINT-LOUIS,Citrons,Sachet,100
2019,SAINT-LOUIS,Citrons,Tas,50
2019,SAINT-LOUIS,Citrons,Unit,50
2019,SAINT-LOUIS,Concentré de tomate,Boite De Tomate/Pot,600
2019,SAINT-LOUIS,Concentré de tomate,Kg,1400
2019,SAINT-LOUIS,Concentré de tomate,Sachet,100
2019,SAINT-LOUIS,Concentré de tomate,Tablespoon,250
2019,SAINT-LOUIS,Concombre,Kg,400
2019,SAINT-LOUIS,Concombre,Morceau,
2019,SAINT-LOUIS,Concombre,Tas,100
2019,SAINT-LOUIS,Concombre,Unit,150
2019,SAINT-LOUIS,Conserves de poisson,Boîte,550
2019,SAINT-LOUIS,"Crabes, crevettes et autres fruits de mer",Kg,1000
2019,SAINT-LOUIS,"Crabes, crevettes et autres fruits de mer",Tas,500
2019,SAINT-LOUIS,"Crabes, crevettes et autres fruits de mer",Unit,
2019,SAINT-LOUIS,Croissants,Kg,300
2019,SAINT-LOUIS,Croissants,Unit,
2019,SAINT-LOUIS,"Cube alimentaire (Maggi, Jumbo, )",Cube,25
2019,SAINT-LOUIS,"Cube alimentaire (Maggi, Jumbo, )",Sachet,25
2019,SAINT-LOUIS,"Cube alimentaire (Maggi, Jumbo, )",Tablette,
2019,SAINT-LOUIS,Dattes,Barquette,700
2019,SAINT-LOUIS,Dattes,Kg,1000
2019,SAINT-LOUIS,Dattes,Sachet,100
2019,SAINT-LOUIS,Dattes,Tas,
2019,SAINT-LOUIS,Eau minérale/ filtrée,"Bouteille de 1,5 L",250
2019,SAINT-LOUIS,Eau minérale/ filtrée,Bouteille de 10L,1100
2019,SAINT-LOUIS,Eau minérale/ filtrée,Bouteille de 5L,1000
2019,SAINT-LOUIS,Eau minérale/ filtrée,Sachet,
2019,SAINT-LOUIS,Farine de blé local ou importé,Kg,400
2019,SAINT-LOUIS,Farine de blé local ou importé,Sachet,100
2019,SAINT-LOUIS,Farine de maïs,Boite De Tomate/Pot,
2019,SAINT-LOUIS,Farine de maïs,Kg,600
2019,SAINT-LOUIS,Farine de maïs,Paquet,
2019,SAINT-LOUIS,Farine de mil,Boite De Tomate/Pot,150
2019,SAINT-LOUIS,Farine de mil,Kg,350
2019,SAINT-LOUIS,Farine de mil,Sachet,
2019,SAINT-LOUIS,Feuilles d'oseille (bissap),Boite De Tomate/Pot,500
2019,SAINT-LOUIS,Feuilles d'oseille (bissap),Bol,
2019,SAINT-LOUIS,Feuilles d'oseille (bissap),Kg,625
2019,SAINT-LOUIS,Feuilles d'oseille (bissap),Tas,50
2019,SAINT-LOUIS,Feuilles de baobab (lalo),Boite De Tomate/Pot,
2019,SAINT-LOUIS,Feuilles de baobab (lalo),Louche Traditionnelle,
2019,SAINT-LOUIS,Feuilles de baobab (lalo),Sachet,50
2019,SAINT-LOUIS,Feuilles de haricot/niébé,Boite De Tomate/Pot,300
2019,SAINT-LOUIS,Feuilles de haricot/niébé,Sachet,100
2019,SAINT-LOUIS,Feuilles de haricot/niébé,Tas,100
2019,SAINT-LOUIS,"Feuilles de manioc, feuilles de taro et autres feuilles",Tas,200
2019,SAINT-LOUIS,Feuilles de nébéday (moringa),Tas,
2019,SAINT-LOUIS,Fonio,Kg,
2019,SAINT-LOUIS,Fromage,Boîte,1600
2019,SAINT-LOUIS,Fromage,Morceau,50
2019,SAINT-LOUIS,Fromage,Unit,100
2019,SAINT-LOUIS,Gingembre,Kg,1200
2019,SAINT-LOUIS,Gingembre,Sachet,100
2019,SAINT-LOUIS,Gingembre,Tas,100
2019,SAINT-LOUIS,Gombo frais,Kg,600
2019,SAINT-LOUIS,Gombo frais,Sachet,
2019,SAINT-LOUIS,Gombo frais,Tas,50
2019,SAINT-LOUIS,Gombo frais,Unit,75
2019,SAINT-LOUIS,Gombo sec,Cup/Goblet,
2019,SAINT-LOUIS,Gombo sec,Kg,
2019,SAINT-LOUIS,Gombo sec,Sachet,50
2019,SAINT-LOUIS,Gâteaux,Sachet,500
2019,SAINT-LOUIS,Gâteaux,Unit,
2019,SAINT-LOUIS,Haricot vert,Kg,450
2019,SAINT-LOUIS,Haricot vert,Sachet,100
2019,SAINT-LOUIS,Haricot vert,Tas,100
2019,SAINT-LOUIS,Huile d'arachide raffinée,Boite De Tomate/Pot,
2019,SAINT-LOUIS,Huile d'arachide raffinée,Litre,6000
2019,SAINT-LOUIS,Huile d'arachide raffinée,Quart De Litre,
2019,SAINT-LOUIS,"Huile d____arachide ""ségal""",Bouteilles,
2019,SAINT-LOUIS,"Huile d____arachide ""ségal""",Litre,
2019,SAINT-LOUIS,"Huile d____arachide ""ségal""",Quart De Litre,
2019,SAINT-LOUIS,Huile de palme raffinée,Demi Litre,
2019,SAINT-LOUIS,Huile de palme raffinée,Litre,900
2019,SAINT-LOUIS,Huile de palme raffinée,Quart De Litre,
2019,SAINT-LOUIS,Huile de palme rouge,"12,5cl(Demi Walatt)",300
2019,SAINT-LOUIS,Huile de palme rouge,Bouteille de 1 Litre,1500
2019,SAINT-LOUIS,Huile de palme rouge,Demi Litre,900
2019,SAINT-LOUIS,Huile de palme rouge,Litre,1500
2019,SAINT-LOUIS,Huile de palme rouge,Quart De Litre,400
2019,SAINT-LOUIS,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Boite De Tomate/Pot,
2019,SAINT-LOUIS,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Bouteille de 1 Litre,825
2019,SAINT-LOUIS,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Bouteille de 25cl,300
2019,SAINT-LOUIS,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Bouteille de 5 Litres,4000
2019,SAINT-LOUIS,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Demi Litre,450
2019,SAINT-LOUIS,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Litre,900
2019,SAINT-LOUIS,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Quart De Litre,250
2019,SAINT-LOUIS,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Sachet,300
2019,SAINT-LOUIS,Igname,Kg,1000
2019,SAINT-LOUIS,Igname,Morceau,50
2019,SAINT-LOUIS,Igname,Unit,
2019,SAINT-LOUIS,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Bouteille de 1L,1000
2019,SAINT-LOUIS,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Bouteille de 25cl,
2019,SAINT-LOUIS,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Bouteille de 33cl,
2019,SAINT-LOUIS,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Brique Carton,1000
2019,SAINT-LOUIS,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Canette,
2019,SAINT-LOUIS,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Litre,375
2019,SAINT-LOUIS,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Sachet,100
2019,SAINT-LOUIS,Jus en poudre,Sachet,100
2019,SAINT-LOUIS,"Lait caillé, yaourt",Boite De Tomate/Pot,500
2019,SAINT-LOUIS,"Lait caillé, yaourt",Bouteille de 1 Litre,600
2019,SAINT-LOUIS,"Lait caillé, yaourt","Bouteille de 1,5 L",
2019,SAINT-LOUIS,"Lait caillé, yaourt",Cup/Goblet,50
2019,SAINT-LOUIS,"Lait caillé, yaourt",Litre,450
2019,SAINT-LOUIS,"Lait caillé, yaourt",Louche Traditionnelle,37.5
2019,SAINT-LOUIS,"Lait caillé, yaourt",Sachet,200
2019,SAINT-LOUIS,"Lait caillé, yaourt",Seau,1250
2019,SAINT-LOUIS,Lait concentré non-sucré,Bouteilles,350
2019,SAINT-LOUIS,Lait concentré non-sucré,Boîte,300
2019,SAINT-LOUIS,Lait concentré sucré,Boîte,1000
2019,SAINT-LOUIS,Lait en poudre,Kg,2400
2019,SAINT-LOUIS,Lait en poudre,Paquet,1300
2019,SAINT-LOUIS,Lait en poudre,Sachet,100
2019,SAINT-LOUIS,Lait en poudre,Teaspoon,1500
2019,SAINT-LOUIS,Lait et farines pour bébé,Boîte,2350
2019,SAINT-LOUIS,Lait et farines pour bébé,Paquet,250
2019,SAINT-LOUIS,Lait et farines pour bébé,Sachet,350
2019,SAINT-LOUIS,Lait frais,Boite De Tomate/Pot,300
2019,SAINT-LOUIS,Lait frais,Bouteilles,1000
2019,SAINT-LOUIS,Lait frais,Litre,833.3333333
2019,SAINT-LOUIS,Lait frais,Louche Traditionnelle,150
2019,SAINT-LOUIS,Lait frais,Quart De Litre,600
2019,SAINT-LOUIS,Lait frais,Sachet,100
2019,SAINT-LOUIS,Lait frais,Seau,500
2019,SAINT-LOUIS,Mangue,Kg,500
2019,SAINT-LOUIS,Mangue,Sachet,350
2019,SAINT-LOUIS,Mangue,Seau,1500
2019,SAINT-LOUIS,Mangue,Unit,125
2019,SAINT-LOUIS,Manioc,Kg,500
2019,SAINT-LOUIS,Manioc,Morceau,50
2019,SAINT-LOUIS,Manioc,Tas,250
2019,SAINT-LOUIS,Manioc,Unit,100
2019,SAINT-LOUIS,Mayonnaise,Pot,1000
2019,SAINT-LOUIS,Mayonnaise,Sachet,100
2019,SAINT-LOUIS,Mayonnaise,Seau,1000
2019,SAINT-LOUIS,Mayonnaise,Tablespoon,900
2019,SAINT-LOUIS,Mayonnaise,Teaspoon,1000
2019,SAINT-LOUIS,Maïs en grain,Boite De Tomate/Pot,
2019,SAINT-LOUIS,Maïs en grain,Kg,600
2019,SAINT-LOUIS,Maïs en épi,Tas,
2019,SAINT-LOUIS,Maïs en épi,Unit,
2019,SAINT-LOUIS,Miel,Bouteille de 1 Litre,
2019,SAINT-LOUIS,Miel,Bouteilles,
2019,SAINT-LOUIS,Miel,Kg,
2019,SAINT-LOUIS,Miel,Litre,
2019,SAINT-LOUIS,Miel,Tablespoon,2000
2019,SAINT-LOUIS,Mil,Boite De Tomate/Pot,600
2019,SAINT-LOUIS,Mil,Kg,300
2019,SAINT-LOUIS,Mil,Sachet,250
2019,SAINT-LOUIS,Niébé/Haricots secs,Boite De Tomate/Pot,350
2019,SAINT-LOUIS,Niébé/Haricots secs,Boîte,
2019,SAINT-LOUIS,Niébé/Haricots secs,Cup/Goblet,800
2019,SAINT-LOUIS,Niébé/Haricots secs,Kg,600
2019,SAINT-LOUIS,Niébé/Haricots secs,Sachet,100
2019,SAINT-LOUIS,Niébé/Haricots secs,Teacup,100
2019,SAINT-LOUIS,Noix de coco,Unit,
2019,SAINT-LOUIS,Noix de cola,Sachet,
2019,SAINT-LOUIS,Noix de cola,Unit,50
2019,SAINT-LOUIS,Oeufs,Demi Tablette,1175
2019,SAINT-LOUIS,Oeufs,Tablette (30),1675
2019,SAINT-LOUIS,Oeufs,Tas,
2019,SAINT-LOUIS,Oeufs,Unit,100
2019,SAINT-LOUIS,Oignon frais,Filet (5 Kg),500
2019,SAINT-LOUIS,Oignon frais,Kg,250
2019,SAINT-LOUIS,Oignon frais,Morceau,
2019,SAINT-LOUIS,Oignon frais,Sac (25 Kg),
2019,SAINT-LOUIS,Oignon frais,Sachet,100
2019,SAINT-LOUIS,Oignon frais,Tas,75
2019,SAINT-LOUIS,Oignon frais,Unit,50
2019,SAINT-LOUIS,Orange,Kg,800
2019,SAINT-LOUIS,Orange,Sachet,1000
2019,SAINT-LOUIS,Orange,Tas,
2019,SAINT-LOUIS,Orange,Unit,
2019,SAINT-LOUIS,Pain moderne,Demi-Miche,
2019,SAINT-LOUIS,Pain moderne,Miche,175
2019,SAINT-LOUIS,Pain moderne,Sachet,500
2019,SAINT-LOUIS,Pain moderne,Tiers de Miche,75
2019,SAINT-LOUIS,Pain traditionnel,Demi-Miche,100
2019,SAINT-LOUIS,Pain traditionnel,Miche,100
2019,SAINT-LOUIS,Pain traditionnel,Sachet,
2019,SAINT-LOUIS,Pain traditionnel,Tiers de Miche,100
2019,SAINT-LOUIS,"Pastèque, Melon",Kg,700
2019,SAINT-LOUIS,"Pastèque, Melon",Tas,500
2019,SAINT-LOUIS,"Pastèque, Melon",Tranche,
2019,SAINT-LOUIS,"Pastèque, Melon",Unit,675
2019,SAINT-LOUIS,Patate douce,Bassine,1500
2019,SAINT-LOUIS,Patate douce,Kg,300
2019,SAINT-LOUIS,Patate douce,Morceau,50
2019,SAINT-LOUIS,Patate douce,Seau,500
2019,SAINT-LOUIS,Patate douce,Tas,100
2019,SAINT-LOUIS,Patate douce,Unit,100
2019,SAINT-LOUIS,Petit pois secs,Kg,800
2019,SAINT-LOUIS,Petits pois conserve,Boite De Tomate/Pot,
2019,SAINT-LOUIS,Petits pois conserve,Boîte,500
2019,SAINT-LOUIS,Petits pois conserve,Sachet,
2019,SAINT-LOUIS,Piment,Boite De Tomate/Pot,
2019,SAINT-LOUIS,Piment,Kg,2000
2019,SAINT-LOUIS,Piment,Sachet,25
2019,SAINT-LOUIS,Piment,Tas,50
2019,SAINT-LOUIS,Piment,Unit,25
2019,SAINT-LOUIS,Plantain,Unit,
2019,SAINT-LOUIS,Poisson frais thiof/seudd (baracouda),Kg,1500
2019,SAINT-LOUIS,Poisson frais thiof/seudd (baracouda),Morceau,1000
2019,SAINT-LOUIS,Poisson frais thiof/seudd (baracouda),Tas,500
2019,SAINT-LOUIS,Poisson frais thiof/seudd (baracouda),Unit,1000
2019,SAINT-LOUIS,Poisson frais wass,Kg,1500
2019,SAINT-LOUIS,Poisson frais wass,Tas,1000
2019,SAINT-LOUIS,Poisson frais wass,Unit,458.3333333
2019,SAINT-LOUIS,Poisson frais yaboy ou obo (sardinelle),Tas,500
2019,SAINT-LOUIS,Poisson frais yaboy ou obo (sardinelle),Unit,200
2019,SAINT-LOUIS,Poisson fumé kétiakh (sardinelle),Cornet,100
2019,SAINT-LOUIS,Poisson fumé kétiakh (sardinelle),Kg,800
2019,SAINT-LOUIS,Poisson fumé kétiakh (sardinelle),Sachet,100
2019,SAINT-LOUIS,Poisson fumé kétiakh (sardinelle),Tas,250
2019,SAINT-LOUIS,Poisson fumé kétiakh (sardinelle),Unit,112.5
2019,SAINT-LOUIS,"Poisson séché (tambadiang, kong, etc.)",Kg,1100
2019,SAINT-LOUIS,"Poisson séché (tambadiang, kong, etc.)",Morceau,50
2019,SAINT-LOUIS,"Poisson séché (tambadiang, kong, etc.)",Tas,500
2019,SAINT-LOUIS,"Poisson séché (tambadiang, kong, etc.)",Unit,150
2019,SAINT-LOUIS,Poivron frais,Kg,500
2019,SAINT-LOUIS,Poivron frais,Tas,100
2019,SAINT-LOUIS,Poivron frais,Tranche,25
2019,SAINT-LOUIS,Poivron frais,Unit,50
2019,SAINT-LOUIS,Pomme de terre,Kg,400
2019,SAINT-LOUIS,Pomme de terre,Tas,100
2019,SAINT-LOUIS,Pomme de terre,Unit,
2019,SAINT-LOUIS,Poulet sur pied,Unit,3000
2019,SAINT-LOUIS,Pâte d'arachide,Kg,900
2019,SAINT-LOUIS,Pâte d'arachide,Sachet,175
2019,SAINT-LOUIS,Pâte d'arachide,Tablespoon,
2019,SAINT-LOUIS,Pâtes alimentaires,Kg,800
2019,SAINT-LOUIS,Pâtes alimentaires,Paquet,300
2019,SAINT-LOUIS,Pâtes alimentaires,Sachet,200
2019,SAINT-LOUIS,Riz importé brisé,Boite De Tomate/Pot,15000
2019,SAINT-LOUIS,Riz importé brisé,Kg,357.1428571
2019,SAINT-LOUIS,Riz importé entier,Boite De Tomate/Pot,
2019,SAINT-LOUIS,Riz importé entier,Kg,4925
2019,SAINT-LOUIS,Riz local brisé,Boite De Tomate/Pot,8500
2019,SAINT-LOUIS,Riz local brisé,Kg,300
2019,SAINT-LOUIS,Riz local entier,Boite De Tomate/Pot,7500
2019,SAINT-LOUIS,Riz local entier,Kg,325
2019,SAINT-LOUIS,"Salade (laitue, batavia, etc.)",Tas,150
2019,SAINT-LOUIS,"Salade (laitue, batavia, etc.)",Unit,158.3333333
2019,SAINT-LOUIS,Sel,Boite De Tomate/Pot,100
2019,SAINT-LOUIS,Sel,Boîte,
2019,SAINT-LOUIS,Sel,Kg,100
2019,SAINT-LOUIS,Sel,Paquet,
2019,SAINT-LOUIS,Sel,Sac,1000
2019,SAINT-LOUIS,Sel,Sac (25 Kg),
2019,SAINT-LOUIS,Sel,Sachet,25
2019,SAINT-LOUIS,Sel,Tablespoon,100
2019,SAINT-LOUIS,Sorgho,Boite De Tomate/Pot,
2019,SAINT-LOUIS,Sorgho,Kg,350
2019,SAINT-LOUIS,Soumbala (netetou),Boule (Dankk),25
2019,SAINT-LOUIS,Soumbala (netetou),Kg,
2019,SAINT-LOUIS,Soumbala (netetou),Sachet,25
2019,SAINT-LOUIS,Soumbala (netetou),Unit,25
2019,SAINT-LOUIS,Sucre (poudre ou morceaux),Kg,500
2019,SAINT-LOUIS,Sucre (poudre ou morceaux),Paquet (1 Kg),600
2019,SAINT-LOUIS,Sucre (poudre ou morceaux),Sac,2250
2019,SAINT-LOUIS,Sucre (poudre ou morceaux),Sachet,100
2019,SAINT-LOUIS,Sucre (poudre ou morceaux),Teacup,100
2019,SAINT-LOUIS,Sucre (poudre ou morceaux),Unit,
2019,SAINT-LOUIS,Thé,Kg,3266.666667
2019,SAINT-LOUIS,Thé,Paquet,100
2019,SAINT-LOUIS,Thé,Sachet,100
2019,SAINT-LOUIS,Thé,Teacup,112.5
2019,SAINT-LOUIS,Tomate fraîche,Boite De Tomate/Pot,300
2019,SAINT-LOUIS,Tomate fraîche,Kg,200
2019,SAINT-LOUIS,Tomate fraîche,Morceau,
2019,SAINT-LOUIS,Tomate fraîche,Sachet,100
2019,SAINT-LOUIS,Tomate fraîche,Seau,500
2019,SAINT-LOUIS,Tomate fraîche,Tas,100
2019,SAINT-LOUIS,Tomate fraîche,Unit,100
2019,SAINT-LOUIS,Tomate séchée,Boite De Tomate/Pot,600
2019,SAINT-LOUIS,Viande d'autres volailles domestiques,Unit,
2019,SAINT-LOUIS,Viande de b__uf,Kg,2500
2019,SAINT-LOUIS,Viande de b__uf,Tas,5000
2019,SAINT-LOUIS,Viande de chèvre,Kg,2500
2019,SAINT-LOUIS,Viande de chèvre,Unit,
2019,SAINT-LOUIS,Viande de mouton,Kg,3000
2019,SAINT-LOUIS,Viande de mouton,Tas,
2019,SAINT-LOUIS,Viande de mouton,Unit,
