,t,m,j,u,Price
371,2019,SAINT-LOUIS,"Salade (laitue, batavia, etc.)",Tas,150.0
372,2019,SAINT-LOUIS,"Salade (laitue, batavia, etc.)",Unit,158.3333333
373,2019,SAINT-LOUIS,Sel,Boite De Tomate/Pot,100.0
374,2019,SAINT-LOUIS,Sel,Boîte,
375,2019,SAINT-LOUIS,Sel,Kg,100.0
376,2019,SAINT-LOUIS,Sel,Paquet,
377,2019,SAINT-LOUIS,Sel,Sac,1000.0
378,2019,SAINT-LOUIS,Sel,Sac (25 Kg),
379,2019,SAINT-LOUIS,Sel,Sachet,25.0
380,2019,SAINT-LOUIS,Sel,Tablespoon,100.0
381,2019,SAINT-LOUIS,Sorgho,Boite De Tomate/Pot,
382,2019,SAINT-LOUIS,Sorgho,Kg,350.0
383,2019,SAINT-LOUIS,Soumbala (netetou),Boule (Dankk),25.0
384,2019,SAINT-LOUIS,Soumbala (netetou),Kg,
385,2019,SAINT-LOUIS,Soumbala (netetou),Sachet,25.0
386,2019,SAINT-LOUIS,Soumbala (netetou),Unit,25.0
387,2019,SAINT-LOUIS,Sucre (poudre ou morceaux),Kg,500.0
388,2019,SAINT-LOUIS,Sucre (poudre ou morceaux),Paquet (1 Kg),600.0
389,2019,SAINT-LOUIS,Sucre (poudre ou morceaux),Sac,2250.0
390,2019,SAINT-LOUIS,Sucre (poudre ou morceaux),Sachet,100.0
391,2019,SAINT-LOUIS,Sucre (poudre ou morceaux),Teacup,100.0
392,2019,SAINT-LOUIS,Sucre (poudre ou morceaux),Unit,
393,2019,SAINT-LOUIS,Thé,Kg,3266.666667
394,2019,SAINT-LOUIS,Thé,Paquet,100.0
395,2019,SAINT-LOUIS,Thé,Sachet,100.0
396,2019,SAINT-LOUIS,Thé,Teacup,112.5
397,2019,SAINT-LOUIS,Tomate fraîche,Boite De Tomate/Pot,300.0
398,2019,SAINT-LOUIS,Tomate fraîche,Kg,200.0
399,2019,SAINT-LOUIS,Tomate fraîche,Morceau,
400,2019,SAINT-LOUIS,Tomate fraîche,Sachet,100.0
401,2019,SAINT-LOUIS,Tomate fraîche,Seau,500.0
402,2019,SAINT-LOUIS,Tomate fraîche,Tas,100.0
403,2019,SAINT-LOUIS,Tomate fraîche,Unit,100.0
404,2019,SAINT-LOUIS,Tomate séchée,Boite De Tomate/Pot,600.0
405,2019,SAINT-LOUIS,Viande d'autres volailles domestiques,Unit,
406,2019,SAINT-LOUIS,Viande de b__uf,Kg,2500.0
407,2019,SAINT-LOUIS,Viande de b__uf,Tas,5000.0
408,2019,SAINT-LOUIS,Viande de chèvre,Kg,2500.0
409,2019,SAINT-LOUIS,Viande de chèvre,Unit,
410,2019,SAINT-LOUIS,Viande de mouton,Kg,3000.0
411,2019,SAINT-LOUIS,Viande de mouton,Tas,
412,2019,SAINT-LOUIS,Viande de mouton,Unit,
413,2019,SAINT-LOUIS,Viande de porc,Kg,
414,2019,SAINT-LOUIS,Viande de poulet,Kg,1500.0
415,2019,SAINT-LOUIS,Viande de poulet,Unit,3000.0
416,2019,SAINT-LOUIS,Vinaigre /moutarde,Bouteille de 1 Litre,500.0
417,2019,SAINT-LOUIS,Vinaigre /moutarde,Bouteille de 25cl,125.0
418,2019,SAINT-LOUIS,Vinaigre /moutarde,Bouteille de 50 cl,250.0
419,2019,SAINT-LOUIS,Vinaigre /moutarde,Bouteilles,150.0
420,2019,SAINT-LOUIS,Vinaigre /moutarde,Litre,337.5
421,2019,SAINT-LOUIS,Vinaigre /moutarde,Pot,2833.333333
422,2019,SAINT-LOUIS,Vinaigre /moutarde,Sachet,25.0
423,2019,SAINT-LOUIS,Vinaigre /moutarde,Seau,50.0
424,2019,SAINT-LOUIS,Vinaigre /moutarde,Teacup,50.0
425,2019,dakar,"Abats et tripes (foie, rognon, etc.)",Kg,2400.0
426,2019,dakar,"Abats et tripes (foie, rognon, etc.)",Lakhass,100.0
427,2019,dakar,"Abats et tripes (foie, rognon, etc.)",Tas,100.0
428,2019,dakar,"Abats et tripes (foie, rognon, etc.)",Yéll,
429,2019,dakar,Ail,Kg,1000.0
430,2019,dakar,Ail,Sachet,50.0
431,2019,dakar,Ail,Tas,1000.0
432,2019,dakar,Ail,Tranche,25.0
433,2019,dakar,Ail,Unit,50.0
434,2019,dakar,Ananas,Boite De Tomate/Pot,725.0
435,2019,dakar,Ananas,Unit,
436,2019,dakar,Arachide grillée,Cornet,
437,2019,dakar,Arachide grillée,Kg,
438,2019,dakar,Arachide grillée,Sachet,37.5
439,2019,dakar,Arachide grillée,Teacup,100.0
440,2019,dakar,Arachide grillée,Verre,
441,2019,dakar,Arachides décortiquées ou pilées (noflaye),Boite De Tomate/Pot,
442,2019,dakar,Arachides décortiquées ou pilées (noflaye),Kg,800.0
443,2019,dakar,Arachides décortiquées ou pilées (noflaye),Louche Traditionnelle,
444,2019,dakar,Arachides décortiquées ou pilées (noflaye),Sachet,200.0
445,2019,dakar,Arachides décortiquées ou pilées (noflaye),Teacup,
446,2019,dakar,Arachides fraîches en coques,Boite De Tomate/Pot,300.0
447,2019,dakar,Arachides fraîches en coques,Kg,
448,2019,dakar,Arachides fraîches en coques,Sachet,
449,2019,dakar,Arachides fraîches en coques,Teacup,
450,2019,dakar,Arachides séchées en coques,Cornet,100.0
451,2019,dakar,Arachides séchées en coques,Kg,700.0
452,2019,dakar,Arachides séchées en coques,Teacup,
453,2019,dakar,Arachides séchées en coques,Verre,
454,2019,dakar,"Arôme (Maggi, Jumbo, etc.)",Bouteilles,800.0
455,2019,dakar,"Arôme (Maggi, Jumbo, etc.)",Sachet,50.0
456,2019,dakar,Attiéke,Kg,1145.0
457,2019,dakar,Attiéke,Sachet,700.0
458,2019,dakar,"Aubergine, Courge/Courgette",Kg,300.0
459,2019,dakar,"Aubergine, Courge/Courgette",Morceau,50.0
460,2019,dakar,"Aubergine, Courge/Courgette",Tas,500.0
461,2019,dakar,"Aubergine, Courge/Courgette",Tranche,50.0
462,2019,dakar,"Aubergine, Courge/Courgette",Unit,50.0
463,2019,dakar,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Boite De Tomate/Pot,500.0
464,2019,dakar,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Kg,800.0
465,2019,dakar,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Sachet,
466,2019,dakar,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Tas,50.0
467,2019,dakar,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Unit,
468,2019,dakar,Autres agrumes,Kg,1000.0
469,2019,dakar,Autres agrumes,Sachet,
470,2019,dakar,Autres agrumes,Tas,
471,2019,dakar,Autres agrumes,Unit,500.0
472,2019,dakar,Autres condiments (poivre etc.),Bouteille de 25cl,
473,2019,dakar,Autres condiments (poivre etc.),Cornet,
474,2019,dakar,Autres condiments (poivre etc.),Kg,4000.0
475,2019,dakar,Autres condiments (poivre etc.),Paquet,
476,2019,dakar,Autres condiments (poivre etc.),Sachet,50.0
477,2019,dakar,Autres condiments (poivre etc.),Tablespoon,3100.0
478,2019,dakar,Autres condiments (poivre etc.),Tas,
479,2019,dakar,Autres condiments (poivre etc.),Unit,
480,2019,dakar,Autres céréales,Boite De Tomate/Pot,3000.0
481,2019,dakar,Autres céréales,Kg,500.0
482,2019,dakar,Autres céréales,Paquet,
483,2019,dakar,Autres céréales,Sachet,500.0
484,2019,dakar,Autres farines de céréales,Sachet,100.0
485,2019,dakar,"Autres fruits (pommes, raisin, etc.)",Barquette,
486,2019,dakar,"Autres fruits (pommes, raisin, etc.)",Boite De Tomate/Pot,
487,2019,dakar,"Autres fruits (pommes, raisin, etc.)",Kg,1200.0
488,2019,dakar,"Autres fruits (pommes, raisin, etc.)",Morceau,
489,2019,dakar,"Autres fruits (pommes, raisin, etc.)",Régime,
490,2019,dakar,"Autres fruits (pommes, raisin, etc.)",Sachet,
491,2019,dakar,"Autres fruits (pommes, raisin, etc.)",Tas,
492,2019,dakar,"Autres fruits (pommes, raisin, etc.)",Unit,200.0
493,2019,dakar,"Autres huiles n.d.a. (maïs, huile palmiste, etc.)",Bouteilles,
494,2019,dakar,"Autres huiles n.d.a. (maïs, huile palmiste, etc.)",Litre,
495,2019,dakar,"Autres huiles n.d.a. (maïs, huile palmiste, etc.)",Tablespoon,
496,2019,dakar,Autres légumes secs n.d.a,Boite De Tomate/Pot,600.0
497,2019,dakar,Autres légumes secs n.d.a,Kg,900.0
498,2019,dakar,Autres légumes secs n.d.a,Morceau,
499,2019,dakar,Autres légumes secs n.d.a,Sachet,100.0
500,2019,dakar,Autres légumes secs n.d.a,Unit,
501,2019,dakar,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Kg,2500.0
502,2019,dakar,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Morceau,725.0
503,2019,dakar,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Panier,
504,2019,dakar,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Tas,1000.0
505,2019,dakar,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Unit,750.0
506,2019,dakar,"Autres poissons fumés (kong fumé, yaboy ou obo fumé)",Kg,2400.0
507,2019,dakar,"Autres poissons fumés (kong fumé, yaboy ou obo fumé)",Sachet,175.0
508,2019,dakar,"Autres poissons fumés (kong fumé, yaboy ou obo fumé)",Tas,350.0
509,2019,dakar,"Autres poissons fumés (kong fumé, yaboy ou obo fumé)",Unit,250.0
510,2019,dakar,Autres produits alimentaires,Bouteilles,
511,2019,dakar,Autres produits alimentaires,Kg,200.0
512,2019,dakar,Autres produits alimentaires,Sachet,
513,2019,dakar,Autres produits alimentaires,Tas,
514,2019,dakar,Autres produits alimentaires,Unit,
515,2019,dakar,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Bouteille de 25cl,
516,2019,dakar,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Bouteille de 33cl,
517,2019,dakar,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Boîte,
518,2019,dakar,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Litre,
519,2019,dakar,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Paquet,100.0
520,2019,dakar,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Pot,
521,2019,dakar,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Sachet,100.0
522,2019,dakar,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Teacup,75.0
523,2019,dakar,Autres tubercules n.d.a,Kg,1300.0
524,2019,dakar,Autres tubercules n.d.a,Morceau,
525,2019,dakar,Autres tubercules n.d.a,Unit,100.0
526,2019,dakar,Autres viandes n.d.a,Unit,
527,2019,dakar,Avocats,Kg,1250.0
528,2019,dakar,Avocats,Tas,500.0
529,2019,dakar,Avocats,Unit,200.0
530,2019,dakar,Banane douce,Kg,800.0
531,2019,dakar,Banane douce,Régime,600.0
532,2019,dakar,Banane douce,Tas,500.0
533,2019,dakar,Banane douce,Unit,100.0
534,2019,dakar,"Beignets, galettes",Kg,100.0
535,2019,dakar,"Beignets, galettes",Sachet,100.0
536,2019,dakar,"Beignets, galettes",Unit,25.0
537,2019,dakar,Beurre,Demi Tablette,600.0
538,2019,dakar,Beurre,Kg,2400.0
539,2019,dakar,Beurre,Morceau,50.0
540,2019,dakar,Beurre,Pot,800.0
541,2019,dakar,Beurre,Sachet,75.0
542,2019,dakar,Beurre,Seau,1150.0
543,2019,dakar,Beurre,Tablespoon,800.0
544,2019,dakar,Beurre,Tablette,600.0
545,2019,dakar,Beurre,Teaspoon,800.0
546,2019,dakar,Beurre de karité,Boite De Tomate/Pot,
547,2019,dakar,Beurre de karité,Boule (Dankk),1500.0
548,2019,dakar,Beurre de karité,Kg,
549,2019,dakar,Beurre de karité,Morceau,25.0
550,2019,dakar,Beurre de karité,Sachet,100.0
551,2019,dakar,Biscuits,Paquet,50.0
552,2019,dakar,Biscuits,Sachet,50.0
553,2019,dakar,"Bières et vins traditionnels (soum soum, sung, vin de palme, vin de raphia, etc.)",Bouteilles,2175.0
554,2019,dakar,"Bières et vins traditionnels (soum soum, sung, vin de palme, vin de raphia, etc.)",Litre,2500.0
555,2019,dakar,Bières industrielles,Bouteille de 33cl,
556,2019,dakar,Bières industrielles,Bouteilles,
557,2019,dakar,Bières industrielles,Canette,2950.0
558,2019,dakar,Bières industrielles,Litre,
559,2019,dakar,Blé,Kg,
560,2019,dakar,"Boissons gazeuses (coca, etc.)","Bouteille de 1,5 L",800.0
561,2019,dakar,"Boissons gazeuses (coca, etc.)",Bouteille de 1L,700.0
562,2019,dakar,"Boissons gazeuses (coca, etc.)",Bouteille de 25cl,200.0
563,2019,dakar,"Boissons gazeuses (coca, etc.)",Bouteille de 50 cl,
564,2019,dakar,"Boissons gazeuses (coca, etc.)",Canette,300.0
565,2019,dakar,Café,Boîte,1600.0
566,2019,dakar,Café,Kg,2000.0
567,2019,dakar,Café,Sachet,50.0
568,2019,dakar,Café,Teaspoon,1550.0
569,2019,dakar,"Caramel, bonbons, confiseries, etc",Kg,
570,2019,dakar,"Caramel, bonbons, confiseries, etc",Sachet,1500.0
571,2019,dakar,"Caramel, bonbons, confiseries, etc",Unit,75.0
572,2019,dakar,Carotte,Kg,400.0
573,2019,dakar,Carotte,Morceau,50.0
574,2019,dakar,Carotte,Sachet,50.0
575,2019,dakar,Carotte,Tas,100.0
576,2019,dakar,Carotte,Tranche,
577,2019,dakar,Carotte,Unit,100.0
578,2019,dakar,"Charcuterie (jambon, saucisson), conserves de viandes",Boîte,700.0
579,2019,dakar,"Charcuterie (jambon, saucisson), conserves de viandes",Sachet,975.0
580,2019,dakar,Chocolat en poudre,Pot,1425.0
581,2019,dakar,Chocolat en poudre,Sachet,25.0
582,2019,dakar,Chocolat en poudre,Tablespoon,1500.0
583,2019,dakar,Chocolat en poudre,Teaspoon,1500.0
584,2019,dakar,"Chocolat à croquer, pâte à tartiner",Pot,900.0
585,2019,dakar,"Chocolat à croquer, pâte à tartiner",Sachet,50.0
586,2019,dakar,"Chocolat à croquer, pâte à tartiner",Seau,1500.0
587,2019,dakar,"Chocolat à croquer, pâte à tartiner",Tablespoon,800.0
588,2019,dakar,"Chocolat à croquer, pâte à tartiner",Teaspoon,1500.0
589,2019,dakar,Choux,Kg,500.0
590,2019,dakar,Choux,Morceau,100.0
591,2019,dakar,Choux,Tas,500.0
592,2019,dakar,Choux,Unit,116.6666667
593,2019,dakar,Citrons,Bol,
594,2019,dakar,Citrons,Bouteille de 1 Litre,
595,2019,dakar,Citrons,Bouteilles,1000.0
596,2019,dakar,Citrons,Kg,1000.0
597,2019,dakar,Citrons,Litre,1100.0
598,2019,dakar,Citrons,Sachet,100.0
599,2019,dakar,Citrons,Tas,200.0
600,2019,dakar,Citrons,Unit,50.0
601,2019,dakar,Concentré de tomate,Boite De Tomate/Pot,650.0
602,2019,dakar,Concentré de tomate,Kg,1400.0
603,2019,dakar,Concentré de tomate,Sachet,150.0
604,2019,dakar,Concentré de tomate,Tablespoon,1200.0
605,2019,dakar,Concombre,Kg,900.0
606,2019,dakar,Concombre,Morceau,100.0
607,2019,dakar,Concombre,Tas,200.0
608,2019,dakar,Concombre,Unit,150.0
609,2019,dakar,Conserves de poisson,Boîte,850.0
610,2019,dakar,"Crabes, crevettes et autres fruits de mer",Kg,4500.0
611,2019,dakar,"Crabes, crevettes et autres fruits de mer",Tas,100.0
612,2019,dakar,"Crabes, crevettes et autres fruits de mer",Unit,
613,2019,dakar,Croissants,Kg,350.0
614,2019,dakar,Croissants,Unit,350.0
615,2019,dakar,"Cube alimentaire (Maggi, Jumbo, )",Cube,25.0
616,2019,dakar,"Cube alimentaire (Maggi, Jumbo, )",Sachet,
617,2019,dakar,"Cube alimentaire (Maggi, Jumbo, )",Tablette,
618,2019,dakar,Dattes,Barquette,500.0
619,2019,dakar,Dattes,Kg,1000.0
620,2019,dakar,Dattes,Sachet,100.0
621,2019,dakar,Dattes,Tas,1000.0
622,2019,dakar,Dattes,Unit,1000.0
623,2019,dakar,Eau minérale/ filtrée,Bouteille De 19L,
624,2019,dakar,Eau minérale/ filtrée,"Bouteille de 1,5 L",400.0
625,2019,dakar,Eau minérale/ filtrée,Bouteille de 10L,1000.0
626,2019,dakar,Eau minérale/ filtrée,Bouteille de 33cl,
627,2019,dakar,Eau minérale/ filtrée,Bouteille de 5L,700.0
628,2019,dakar,Eau minérale/ filtrée,Sachet,21.66666667
629,2019,dakar,Farine de blé local ou importé,Kg,500.0
630,2019,dakar,Farine de blé local ou importé,Sachet,100.0
631,2019,dakar,Farine de blé local ou importé,Tablespoon,150.0
632,2019,dakar,Farine de maïs,Boite De Tomate/Pot,8000.0
633,2019,dakar,Farine de maïs,Kg,
634,2019,dakar,Farine de maïs,Sachet,
635,2019,dakar,Farine de mil,Boite De Tomate/Pot,
636,2019,dakar,Farine de mil,Cornet,
637,2019,dakar,Farine de mil,Cup/Goblet,
638,2019,dakar,Farine de mil,Kg,600.0
639,2019,dakar,Farine de mil,Sachet,100.0
640,2019,dakar,Farines de manioc,Kg,3500.0
641,2019,dakar,Farines de manioc,Sachet,300.0
642,2019,dakar,Farines de manioc,Tas,250.0
643,2019,dakar,Feuilles d'oseille (bissap),Boite De Tomate/Pot,550.0
644,2019,dakar,Feuilles d'oseille (bissap),Bol,
645,2019,dakar,Feuilles d'oseille (bissap),Kg,700.0
646,2019,dakar,Feuilles d'oseille (bissap),Tas,50.0
647,2019,dakar,Feuilles de baobab (lalo),Boite De Tomate/Pot,
648,2019,dakar,Feuilles de baobab (lalo),Louche Traditionnelle,
649,2019,dakar,Feuilles de baobab (lalo),Sachet,50.0
650,2019,dakar,Feuilles de haricot/niébé,Boite De Tomate/Pot,300.0
651,2019,dakar,Feuilles de haricot/niébé,Sachet,150.0
652,2019,dakar,Feuilles de haricot/niébé,Tas,
653,2019,dakar,"Feuilles de manioc, feuilles de taro et autres feuilles",Boite De Tomate/Pot,
654,2019,dakar,"Feuilles de manioc, feuilles de taro et autres feuilles",Sachet,225.0
655,2019,dakar,"Feuilles de manioc, feuilles de taro et autres feuilles",Tas,87.5
656,2019,dakar,Feuilles de nébéday (moringa),Boite De Tomate/Pot,200.0
657,2019,dakar,Feuilles de nébéday (moringa),Sachet,100.0
658,2019,dakar,Feuilles de nébéday (moringa),Tas,50.0
659,2019,dakar,Fonio,Boite De Tomate/Pot,
660,2019,dakar,Fonio,Kg,1200.0
661,2019,dakar,Fonio,Sachet,1000.0
662,2019,dakar,Fromage,Boîte,800.0
663,2019,dakar,Fromage,Kg,5400.0
664,2019,dakar,Fromage,Morceau,300.0
665,2019,dakar,Fromage,Sachet,1100.0
666,2019,dakar,Fromage,Unit,100.0
667,2019,dakar,"Gari, tapioca",Sachet,100.0
668,2019,dakar,Gingembre,Kg,1200.0
669,2019,dakar,Gingembre,Sachet,100.0
670,2019,dakar,Gingembre,Tas,100.0
671,2019,dakar,Gingembre,Unit,100.0
672,2019,dakar,Gombo frais,Boite De Tomate/Pot,
673,2019,dakar,Gombo frais,Kg,800.0
674,2019,dakar,Gombo frais,Sachet,50.0
675,2019,dakar,Gombo frais,Tas,50.0
676,2019,dakar,Gombo frais,Unit,16.66666667
677,2019,dakar,Gombo sec,Boite De Tomate/Pot,
678,2019,dakar,Gombo sec,Cup/Goblet,
679,2019,dakar,Gombo sec,Kg,
680,2019,dakar,Gombo sec,Sachet,25.0
681,2019,dakar,Gâteaux,Morceau,3500.0
682,2019,dakar,Gâteaux,Paquet,10000.0
683,2019,dakar,Gâteaux,Sachet,
684,2019,dakar,Gâteaux,Unit,2000.0
685,2019,dakar,Haricot vert,Kg,400.0
686,2019,dakar,Haricot vert,Sachet,100.0
687,2019,dakar,Haricot vert,Tas,100.0
688,2019,dakar,Huile d'arachide raffinée,"12,5cl(Demi Walatt)",
689,2019,dakar,Huile d'arachide raffinée,Bouteille de 25cl,
690,2019,dakar,Huile d'arachide raffinée,Bouteille de 5 Litres,
691,2019,dakar,Huile d'arachide raffinée,Bouteilles,
692,2019,dakar,Huile d'arachide raffinée,Litre,648.1481481
693,2019,dakar,Huile d'arachide raffinée,Quart De Litre,250.0
694,2019,dakar,Huile d'arachide raffinée,Sachet,291.6666667
695,2019,dakar,"Huile d____arachide ""ségal""","12,5cl(Demi Walatt)",
696,2019,dakar,"Huile d____arachide ""ségal""",Bouteille de 25cl,
697,2019,dakar,"Huile d____arachide ""ségal""",Litre,200.0
698,2019,dakar,"Huile d____arachide ""ségal""",Quart De Litre,200.0
699,2019,dakar,Huile de coton,Litre,
700,2019,dakar,Huile de palme raffinée,"12,5cl(Demi Walatt)",
701,2019,dakar,Huile de palme raffinée,Bouteille de 25cl,
702,2019,dakar,Huile de palme raffinée,Litre,900.0
703,2019,dakar,Huile de palme raffinée,Quart De Litre,225.0
704,2019,dakar,Huile de palme rouge,"12,5cl(Demi Walatt)",300.0
705,2019,dakar,Huile de palme rouge,Boite De Tomate/Pot,
706,2019,dakar,Huile de palme rouge,Bouteille de 1 Litre,2000.0
707,2019,dakar,Huile de palme rouge,Bouteille de 50 cl,500.0
708,2019,dakar,Huile de palme rouge,Bouteilles,
709,2019,dakar,Huile de palme rouge,Cup/Goblet,
710,2019,dakar,Huile de palme rouge,Demi Litre,600.0
711,2019,dakar,Huile de palme rouge,Litre,1200.0
712,2019,dakar,Huile de palme rouge,Louche Traditionnelle,1350.0
713,2019,dakar,Huile de palme rouge,Quart De Litre,300.0
714,2019,dakar,Huile de palme rouge,Sachet,350.0
715,2019,dakar,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)","12,5cl(Demi Walatt)",100.0
716,2019,dakar,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Boite De Tomate/Pot,
717,2019,dakar,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Bouteille de 1 Litre,
718,2019,dakar,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Bouteille de 25cl,300.0
719,2019,dakar,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Bouteille de 5 Litres,
720,2019,dakar,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Bouteille de 50 cl,5500.0
721,2019,dakar,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Bouteilles,
722,2019,dakar,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Demi Litre,525.0
723,2019,dakar,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Litre,1000.0
724,2019,dakar,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Quart De Litre,300.0
725,2019,dakar,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Sachet,297.9166565
726,2019,dakar,Igname,Kg,800.0
727,2019,dakar,Igname,Morceau,
728,2019,dakar,Igname,Unit,
729,2019,dakar,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Bouteille de 1L,1000.0
730,2019,dakar,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Bouteille de 25cl,100.0
731,2019,dakar,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Bouteille de 33cl,100.0
732,2019,dakar,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Bouteille de 50 cl,
733,2019,dakar,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Brique Carton,1000.0
734,2019,dakar,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Canette,300.0
735,2019,dakar,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Litre,1000.0
736,2019,dakar,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Sachet,100.0
737,2019,dakar,Jus en poudre,Sachet,175.0
738,2019,dakar,"Lait caillé, yaourt",Boite De Tomate/Pot,750.0
739,2019,dakar,"Lait caillé, yaourt",Bouteille de 1 Litre,
740,2019,dakar,"Lait caillé, yaourt",Bouteilles,
741,2019,dakar,"Lait caillé, yaourt",Cup/Goblet,250.0
742,2019,dakar,"Lait caillé, yaourt",Litre,750.0
743,2019,dakar,"Lait caillé, yaourt",Louche Traditionnelle,5500.0
744,2019,dakar,"Lait caillé, yaourt",Sachet,250.0
745,2019,dakar,"Lait caillé, yaourt",Seau,2525.0
746,2019,dakar,Lait concentré non-sucré,Bouteilles,350.0
747,2019,dakar,Lait concentré non-sucré,Boîte,475.0
748,2019,dakar,Lait concentré sucré,Boîte,1000.0
749,2019,dakar,Lait en poudre,Carton,
750,2019,dakar,Lait en poudre,Kg,2800.0
751,2019,dakar,Lait en poudre,Paquet,1500.0
752,2019,dakar,Lait en poudre,Sachet,100.0
753,2019,dakar,Lait en poudre,Tablespoon,1700.0
754,2019,dakar,Lait en poudre,Teaspoon,1500.0
755,2019,dakar,Lait et farines pour bébé,Boîte,2500.0
756,2019,dakar,Lait et farines pour bébé,Paquet,2500.0
757,2019,dakar,Lait et farines pour bébé,Sachet,250.0
758,2019,dakar,Lait et farines pour bébé,Tablespoon,2100.0
759,2019,dakar,Lait frais,Boite De Tomate/Pot,250.0
760,2019,dakar,Lait frais,Bouteille de 1 Litre,1325.0
761,2019,dakar,Lait frais,Bouteille de 50 cl,600.0
762,2019,dakar,Lait frais,Bouteilles,600.0
763,2019,dakar,Lait frais,Cup/Goblet,
764,2019,dakar,Lait frais,Demi Litre,700.0
765,2019,dakar,Lait frais,Litre,1100.0
766,2019,dakar,Lait frais,Quart De Litre,450.0
767,2019,dakar,Lait frais,Sachet,200.0
768,2019,dakar,Mangue,Kg,600.0
769,2019,dakar,Mangue,Sachet,500.0
770,2019,dakar,Mangue,Seau,1000.0
771,2019,dakar,Mangue,Unit,125.0
772,2019,dakar,Manioc,Kg,500.0
773,2019,dakar,Manioc,Morceau,100.0
774,2019,dakar,Manioc,Tas,300.0
775,2019,dakar,Manioc,Unit,100.0
776,2019,dakar,Mayonnaise,Pot,1000.0
777,2019,dakar,Mayonnaise,Sachet,100.0
778,2019,dakar,Mayonnaise,Seau,6000.0
779,2019,dakar,Mayonnaise,Tablespoon,850.0
780,2019,dakar,Mayonnaise,Teaspoon,1200.0
781,2019,dakar,Maïs en grain,Boite De Tomate/Pot,350.0
782,2019,dakar,Maïs en grain,Kg,275.0
783,2019,dakar,Maïs en grain,Paquet,400.0
784,2019,dakar,Maïs en grain,Sachet,200.0
785,2019,dakar,Maïs en épi,Tas,
786,2019,dakar,Maïs en épi,Unit,
787,2019,dakar,Miel,Boite De Tomate/Pot,
788,2019,dakar,Miel,Bouteille de 50 cl,
789,2019,dakar,Miel,Bouteilles,
790,2019,dakar,Miel,Kg,
791,2019,dakar,Miel,Litre,2000.0
792,2019,dakar,Miel,Sachet,
793,2019,dakar,Miel,Tablespoon,2000.0
794,2019,dakar,Mil,Boite De Tomate/Pot,250.0
795,2019,dakar,Mil,Kg,300.0
796,2019,dakar,Mil,Sachet,300.0
797,2019,dakar,Niébé/Haricots secs,Boite De Tomate/Pot,500.0
798,2019,dakar,Niébé/Haricots secs,Kg,900.0
799,2019,dakar,Niébé/Haricots secs,Sachet,100.0
800,2019,dakar,Niébé/Haricots secs,Teacup,
801,2019,dakar,Noix de cajou,Sachet,500.0
802,2019,dakar,Noix de coco,Morceau,
803,2019,dakar,Noix de coco,Sachet,
804,2019,dakar,Noix de coco,Unit,300.0
805,2019,dakar,Noix de cola,Kg,
806,2019,dakar,Noix de cola,Tas,
807,2019,dakar,Noix de cola,Unit,50.0
808,2019,dakar,Oeufs,Demi Tablette,1200.0
809,2019,dakar,Oeufs,Sachet,
810,2019,dakar,Oeufs,Tablette (30),2000.0
